employeeID ,education ,maritalStatus ,monthlyIncome ,numCompaniesWorked ,environmentSatisfaction ,trainingTimesLastYear 
4439,3,Single,76540,2,2,3
2495,3,Married,51600,1,4,3
1428,2,Single,171590,5,2,1
4940,2,Divorced,128080,1,3,6
1758,2,Divorced,102210,0,3,2
4583,3,Married,47790,0,4,6
5238,2,Married,37370,8,1,2
3935,4,Married,23660,3,3,5
2419,3,Single,17060,7,3,3
5123,4,Divorced,163070,1,1,3
434,3,Single,59330,0,3,3
1150,4,Married,34240,4,3,3
927,1,Married,40370,0,4,2
4928,1,Married,25590,1,3,3
3168,4,Single,62010,2,4,2
5328,3,Single,44030,2,3,3
627,3,Divorced,37610,3,2,3
3556,3,Single,109340,6,1,2
1159,1,Married,107610,3,4,5
1922,1,Single,51750,4,2,2
4842,2,Married,138260,8,3,1
3516,4,Single,63340,1,4,2
2229,4,Single,49360,0,1,2
5376,3,Single,47750,3,4,3
2174,3,Married,28180,1,4,2
1381,3,Single,25150,1,4,3
3358,3,Single,23420,1,3,2
2666,5,Married,41940,0,2,3
1882,3,Married,106850,4,3,2
1258,2,Married,20220,1,1,1
2740,3,Married,23140,3,3,5
4654,1,Single,42560,1,4,1
2111,3,Married,35800,4,4,1
3491,4,Married,31620,2,4,1
2477,1,Married,65240,0,1,2
236,3,Married,28990,1,2,3
4658,5,Single,52310,1,3,4
1515,2,Divorced,23560,0,3,5
4605,3,Divorced,28000,3,4,0
1910,3,Divorced,118360,1,1,2
2305,1,Married,109030,0,2,3
2068,4,Married,29730,3,4,0
5408,3,Single,142750,3,3,5
652,4,Divorced,55620,8,3,2
5135,4,Married,45370,6,NA,5
1503,1,Married,76420,2,1,2
2466,3,Married,179240,1,2,2
3922,3,Married,52040,3,3,2
5100,2,Single,22770,1,4,2
4736,3,Married,27950,3,3,4
637,3,Divorced,25320,1,1,2
5567,3,Married,25590,0,3,2
3738,3,Married,49080,4,3,3
2578,4,Married,23800,4,4,5
3767,5,Married,47650,8,3,4
1629,3,Single,20440,1,1,2
187,1,Married,26930,1,3,6
320,2,Married,65860,9,2,3
5166,3,Married,32940,1,1,6
1915,2,Married,41710,0,3,4
121,3,Single,27780,2,2,5
605,3,Single,23770,6,2,3
5241,3,Single,24040,1,2,3
4676,2,Single,23180,3,1,4
2965,2,Married,20080,2,4,3
3517,1,Divorced,62440,1,1,3
2672,2,Married,27990,4,3,0
1811,2,Married,105520,2,4,2
4892,3,Married,23290,3,1,2
4483,2,Single,40140,8,4,3
4185,3,Married,74030,1,2,4
3189,1,Married,22590,1,4,2
2141,4,Married,69320,1,4,5
4413,1,Divorced,46780,5,4,0
840,3,Married,135820,1,3,3
4449,4,Single,23320,1,4,2
2939,3,Married,24130,1,3,2
4498,2,Married,97050,1,2,3
311,3,Married,42940,2,2,2
2453,2,Married,47210,3,2,3
1510,3,Divorced,25190,0,2,2
3968,3,Married,21210,1,2,2
5416,2,Single,29730,1,3,2
1818,4,Married,58550,1,1,3
1732,3,Single,36170,7,4,5
1513,1,Married,67250,9,3,3
4196,4,Divorced,103250,1,3,3
4395,4,Married,69490,1,3,2
5357,2,Married,106090,2,2,2
5317,1,Divorced,44470,1,4,4
1195,3,Married,21570,1,2,1
4624,3,Divorced,46010,0,2,2
1348,1,Single,170990,1,3,2
3337,5,Single,24790,1,2,2
3056,4,Married,148520,3,4,3
1389,4,Divorced,72640,0,3,5
731,1,Married,56660,1,1,2
5276,3,Married,78230,1,3,3
3986,4,Married,78800,3,3,2
1326,3,Single,131940,0,1,2
4491,3,Divorced,50670,1,4,3
1609,4,Married,50790,3,4,3
1351,3,Married,23210,9,4,0
2668,3,Married,174440,1,2,4
2176,3,Single,24040,6,3,2
4493,2,Married,34520,4,1,2
506,4,Married,22700,2,3,2
3591,3,Divorced,173990,6,NA,3
2919,3,Single,54880,1,1,6
4545,4,Married,194190,7,2,2
2943,3,Single,28110,2,4,3
1135,4,Single,36330,3,1,0
190,1,Single,41630,9,3,4
855,3,Married,21320,4,2,1
2928,1,Divorced,139730,1,4,3
4446,3,Married,26840,4,4,2
1793,2,Married,108450,3,1,4
1901,2,Divorced,43770,5,4,2
5167,4,Single,37430,1,3,2
1752,3,Divorced,41480,1,4,3
5566,3,Single,10510,2,1,2
1546,2,Married,107390,2,3,3
1739,4,Married,103880,0,4,2
1291,2,Divorced,114160,6,4,2
611,3,Married,26000,3,2,5
2271,4,Married,24220,1,3,2
762,4,Single,54720,3,4,3
4805,2,Married,24510,7,4,3
2548,2,Divorced,42400,1,1,2
5424,3,Divorced,109990,1,4,3
147,4,Divorced,50030,NA,4,5
3059,4,Married,127420,1,1,4
3301,4,Divorced,42270,4,4,3
4683,2,Single,39170,1,4,2
3656,4,Divorced,183030,6,2,2
2532,3,Single,23800,4,3,3
3340,4,Single,137260,3,4,6
5401,3,Single,47770,1,4,3
4730,2,Divorced,63850,1,3,6
3898,2,Married,199730,6,1,2
4796,3,Divorced,68610,4,3,2
2579,3,Single,49690,1,4,3
2649,2,Married,198450,7,4,3
5268,3,Married,133200,3,2,2
3979,2,Married,63470,2,4,3
577,3,Single,27430,1,4,2
4990,2,Single,108800,1,4,5
3961,1,Divorced,23420,5,1,2
164,3,Married,176500,1,2,6
4430,4,Divorced,40250,3,3,5
5137,3,Married,97250,1,2,0
4639,3,Divorced,119040,1,3,4
3994,2,Married,21770,1,2,5
5092,2,Divorced,75250,1,3,2
3112,3,Married,48340,1,3,1
4231,3,Single,20420,0,1,2
469,4,Married,22200,1,4,2
3760,3,Married,10520,1,3,3
3407,4,Single,28210,1,4,3
543,2,Married,192370,9,4,2
3707,4,Single,41070,3,3,2
1984,3,Married,83960,3,3,3
2775,2,Married,20070,1,4,2
1084,3,Married,196270,7,3,1
3923,1,Married,106860,1,4,2
4048,4,Single,29420,1,4,4
4220,1,Married,88580,6,1,2
4203,2,Married,167560,1,2,5
3692,2,Married,107980,6,3,5
1335,2,Married,23230,2,2,2
2132,3,Divorced,14160,1,2,3
4455,3,Single,46150,6,3,3
4552,4,Married,24610,2,4,4
2789,4,Married,87220,1,2,3
1790,2,Married,39550,7,3,5
2961,4,Divorced,99570,4,3,1
4140,3,Divorced,33760,5,2,3
2826,3,Single,88230,6,1,3
1476,4,Single,103220,1,3,2
1074,3,Single,46210,2,4,3
5385,3,Married,109760,1,4,3
877,3,Married,36600,3,4,0
2097,3,Single,104820,1,2,6
3471,4,Married,71190,4,3,2
4529,3,Single,95820,0,4,2
2064,4,Married,45080,0,1,5
285,3,Divorced,22070,6,3,4
2792,2,Married,77560,1,1,3
4954,3,Single,66940,1,3,2
1813,3,Single,36910,1,2,3
468,4,Single,23770,8,4,2
2803,3,Divorced,23130,2,3,5
410,2,Married,176650,0,4,5
709,4,Single,25960,8,4,4
585,4,Single,47280,3,4,4
1286,3,Single,43020,2,1,3
5282,3,Married,29790,4,3,3
3955,4,Married,168850,2,1,2
3553,4,Divorced,55930,1,4,3
981,1,Married,104450,3,3,3
4091,4,Single,87400,2,2,2
3138,2,Married,25140,3,2,2
4219,4,Married,76550,9,3,3
5319,3,Divorced,174650,8,2,3
1124,2,Married,73510,8,3,3
2404,3,Divorced,108200,5,4,2
438,3,Divorced,121690,1,3,2
2783,4,Divorced,196260,1,4,5
4190,4,Married,20700,4,1,2
3345,2,Single,67820,0,2,2
3756,2,Single,77790,5,4,2
2755,2,Single,27910,1,2,3
3768,2,Married,32010,1,4,3
2435,3,Married,49680,1,3,3
1890,5,Married,131200,1,1,6
2440,4,Married,40330,2,1,2
1862,1,Married,32910,1,2,2
5293,4,Divorced,42720,7,3,3
2717,3,Married,50560,7,4,2
3413,4,Divorced,28440,1,3,2
2940,2,Divorced,27030,2,3,2
3861,4,Single,19040,1,3,4
1358,5,Married,82240,6,4,3
3303,3,Married,47660,1,3,3
1611,4,Single,26100,7,3,2
858,2,Single,57310,8,2,2
324,2,Married,25390,4,3,3
4603,4,Married,57140,5,2,2
4363,1,Divorced,43230,2,2,3
678,4,Divorced,73360,5,1,3
2345,1,Married,134990,4,4,2
2715,3,Single,137580,1,4,5
1398,1,Divorced,51550,2,3,3
2499,5,Single,22580,4,1,2
433,3,Single,35970,3,2,2
3926,1,Divorced,25150,0,3,2
2857,3,Single,44200,9,1,3
4677,1,Married,65780,0,4,3
4040,3,Married,44220,4,4,2
4247,2,Divorced,102740,4,3,3
3687,3,Married,53430,1,2,5
2840,4,Divorced,23760,4,2,3
716,1,Married,53460,0,2,3
2613,5,Divorced,28270,8,3,3
3782,4,Divorced,199430,2,2,3
1566,4,Married,31310,4,4,3
2027,4,Married,25520,2,1,2
277,2,Married,44770,1,3,6
5075,3,Married,64740,2,2,3
775,3,Single,30330,1,3,2
228,4,Married,29360,2,1,3
1052,3,Single,186060,1,2,4
2745,3,Married,21680,0,4,2
2867,2,Divorced,28530,4,1,5
2979,4,Married,170480,4,3,3
342,3,Married,22900,4,4,5
3621,3,Married,36000,1,1,2
1446,4,Single,21070,0,4,2
4109,2,Married,41150,1,4,1
4949,4,Single,43270,8,4,4
850,3,Married,178560,3,3,2
3563,2,Single,31960,4,2,3
4522,3,Divorced,190810,3,4,2
1245,3,Divorced,89660,1,3,3
2793,3,Divorced,22100,8,4,4
3867,4,Single,45390,4,4,5
4166,1,Single,27410,7,3,3
1673,1,Divorced,34910,2,1,0
5397,3,Married,45410,1,2,4
1013,2,Married,26780,1,4,3
4366,3,Married,73790,7,1,3
295,3,Married,62720,4,4,3
2831,2,Single,52200,1,4,3
1842,4,Married,27430,5,3,1
3037,4,Married,49980,0,4,3
4612,3,Divorced,102520,8,NA,3
2134,3,Married,27810,8,2,2
1470,2,Married,68520,1,2,2
176,4,Single,49500,1,2,3
3863,2,Single,35790,1,4,3
778,3,Married,131910,1,2,2
3560,4,Divorced,103770,1,2,2
5286,2,Married,22350,2,3,2
1826,5,Single,105020,3,4,4
1663,2,Married,20110,5,4,4
4963,1,Married,18590,0,4,2
4720,3,Married,37600,0,2,2
5047,3,Single,177790,1,2,5
1978,3,Divorced,68330,2,1,3
3099,2,Married,68120,1,2,2
2663,3,Single,51710,0,1,1
2095,3,Divorced,197400,3,4,2
2443,2,Married,187110,2,2,0
825,2,Married,36920,1,4,5
2730,2,Single,25590,1,1,3
3882,3,Married,25170,2,3,3
5406,3,Married,66230,5,3,3
5507,3,Married,182650,9,3,4
2315,4,Divorced,161240,2,3,2
2592,1,Married,25850,3,4,5
2738,2,Divorced,182130,8,1,3
4523,2,Married,83800,NA,3,3
5473,4,Single,29940,4,2,2
3776,3,Single,12230,1,2,3
5360,3,Married,11180,1,3,3
1547,4,Single,28750,1,3,3
1942,5,Married,188240,6,1,4
5593,2,Married,135770,1,2,2
4124,4,Married,26250,1,3,4
2787,3,Single,187890,3,4,4
1705,4,Married,45380,8,3,3
2284,3,Married,198470,4,4,6
2469,3,Married,105120,1,1,2
194,2,Divorced,44440,1,4,2
5560,3,Married,21540,4,4,3
3936,3,Single,191900,3,1,2
5418,4,Divorced,44900,2,2,1
1078,4,Married,35060,3,2,4
3777,3,Divorced,23720,3,2,3
1333,1,Married,102310,1,1,2
170,1,Married,54100,0,2,4
143,1,Single,79780,1,3,2
2638,1,Divorced,38670,1,3,4
3216,3,Married,28380,1,1,5
990,3,Single,46950,1,1,2
3613,3,Divorced,33390,1,4,2
3348,2,Single,20800,0,3,6
3308,4,Married,20960,0,1,2
2907,1,Divorced,62090,5,3,5
2164,5,Married,180610,1,4,2
2438,5,Divorced,171230,5,3,2
3229,2,Single,23720,4,1,3
2328,3,Married,48830,1,3,1
723,3,Single,39040,1,4,2
3238,1,Single,46270,8,4,2
5118,1,Married,70940,1,1,2
1810,3,Single,34230,6,1,4
5122,3,Married,66740,3,1,2
3686,4,Divorced,168800,1,4,2
3673,3,Married,90940,1,1,0
751,5,Married,84460,0,4,3
2674,3,Married,119160,4,3,3
4033,3,Divorced,45340,1,4,2
4671,3,Single,98520,0,2,5
1848,4,Single,61510,1,4,3
1310,2,Married,23020,4,3,3
550,3,Single,23620,6,3,2
3175,4,Single,178610,1,2,5
3404,3,Single,191870,1,4,2
3306,3,Married,197170,1,4,1
4822,1,Married,35440,3,2,3
2695,5,Married,85000,4,3,2
4272,4,Married,46610,1,4,3
3685,2,Divorced,41030,6,4,2
3117,4,Single,42490,2,1,2
3709,3,Divorced,140260,1,2,4
1844,3,Married,68930,0,4,3
1199,4,Married,61250,0,1,3
2215,4,Married,36690,2,1,2
2632,3,Divorced,100080,6,4,3
4437,2,Married,23870,3,4,1
5165,2,Married,46390,0,3,2
1508,3,Married,78980,7,4,2
166,1,Single,25340,0,4,1
4883,3,Single,131420,1,2,4
1700,4,Married,16110,0,2,2
2056,2,Single,53630,1,3,4
1717,4,Married,50710,8,1,3
5119,2,Married,136950,0,2,3
239,4,Single,134020,7,1,1
2781,4,Married,20290,3,2,3
5066,3,Married,63770,1,3,3
362,3,Married,54290,1,3,3
3638,4,Divorced,27850,0,1,2
2463,4,Divorced,46140,2,1,3
3170,1,Single,26100,6,2,2
1607,5,Single,66870,1,3,0
154,4,Single,47240,2,4,4
836,4,Married,61790,1,4,3
2242,3,Married,61200,0,1,2
2589,1,Divorced,105960,7,4,3
3677,1,Divorced,54670,1,3,6
3429,4,Married,29960,9,1,4
4178,1,Married,99980,5,1,3
2815,4,Married,40780,8,4,3
4907,4,Married,109200,0,1,3
5569,3,Married,62320,1,4,3
2737,1,Divorced,132470,1,4,3
540,5,Divorced,40810,2,3,3
4991,4,Single,57690,1,4,3
5395,3,Single,23940,1,3,3
3026,3,Married,39040,1,1,3
2079,2,Divorced,167990,7,2,2
2359,4,Married,29500,4,2,1
185,3,Single,36290,8,4,2
4812,4,Single,93620,2,3,6
5602,2,Married,32290,1,3,2
5021,4,Married,35780,2,3,2
3020,1,Married,79880,1,3,3
4694,3,Married,42840,4,4,5
4615,3,Single,75530,1,4,3
2628,3,Divorced,173280,4,4,1
2103,3,Married,197010,0,2,3
5594,4,Single,147320,0,2,3
4269,4,Single,92780,0,4,3
3659,1,Married,13590,4,3,2
4400,1,Married,47790,4,4,3
1228,2,Married,164220,1,2,3
544,1,Married,29960,2,4,2
4148,3,Married,12610,2,2,6
5353,2,Single,20990,8,2,2
4096,4,Married,58100,1,3,2
892,3,Single,56470,6,4,2
1957,2,Married,34200,1,4,3
2039,4,Married,44000,9,1,3
4997,2,Single,35000,0,4,2
2143,2,Married,20660,4,3,3
4885,4,Divorced,171690,1,4,2
4557,4,Single,41620,0,4,1
2170,3,Married,92040,6,3,2
1207,4,Married,32940,0,1,2
3889,4,Single,21270,0,4,3
2468,2,Divorced,39750,1,NA,3
327,3,Divorced,107930,0,2,1
1241,4,Single,100960,5,3,2
4608,2,Divorced,36460,1,2,3
3557,3,Divorced,74460,0,1,3
1387,3,Divorced,108510,1,4,2
5010,3,Married,21090,2,1,3
4139,3,Single,37220,5,4,0
2903,5,Divorced,93800,0,1,2
5088,3,Single,54860,7,3,2
831,3,Single,27420,0,1,2
3150,3,Single,137570,1,3,3
344,2,Single,84630,2,2,2
2855,1,Divorced,31620,4,3,4
2208,3,Single,165980,1,2,2
922,3,Married,66510,0,3,5
2424,1,Married,23450,3,1,0
899,3,Single,34200,3,2,3
3289,3,Single,43730,4,3,3
779,3,Married,47590,2,4,2
2197,4,Single,53010,1,4,3
988,4,Married,36730,3,4,3
1537,5,Married,47680,2,2,2
1493,5,Divorced,12740,1,4,3
4370,4,Married,49000,1,1,3
2898,4,Married,104660,1,4,1
2945,1,Married,170070,9,2,2
2206,2,Married,29090,2,3,2
3951,1,Divorced,57650,1,3,2
3602,2,Divorced,45990,1,4,3
5182,3,Single,24040,1,1,6
2084,3,Single,31720,1,4,1
2434,4,Single,20330,1,3,3
3730,4,Married,102090,1,2,2
2149,2,Single,86200,0,2,2
493,3,Married,20640,4,2,3
5456,3,Single,40350,4,1,2
749,4,Married,38380,1,4,2
5372,4,Single,45910,9,1,6
5518,1,Single,25610,1,3,3
2340,1,Divorced,15630,5,2,3
1087,4,Married,48980,2,3,2
4378,4,Married,47890,7,3,2
5582,4,Single,31800,1,1,2
518,3,Married,65490,1,2,3
4374,2,Married,63880,3,3,6
5496,2,Divorced,112440,3,4,3
1883,3,Divorced,160320,1,1,2
3254,3,Married,23620,1,1,2
1928,3,Single,163280,1,4,2
3872,4,Divorced,83760,5,2,2
624,3,Single,166060,7,1,6
3537,2,Divorced,86060,1,3,3
188,3,Divorced,22720,2,4,2
3019,3,Single,20180,1,2,5
2817,2,Divorced,70830,2,2,5
4314,3,Married,40840,4,2,3
628,2,Married,144110,0,4,2
1591,4,Single,23080,7,1,4
2567,4,Married,48410,0,3,3
1656,2,Single,42850,1,3,2
1849,4,Married,97150,1,2,1
3985,3,Married,43200,3,2,2
2701,3,Single,21320,1,3,3
1468,4,Single,101240,0,3,2
3201,3,Married,54730,4,4,3
4895,3,Single,52070,4,1,3
4501,3,Divorced,164370,8,2,0
1536,3,Married,22960,1,4,2
4910,4,Single,40690,1,2,5
604,3,Married,74410,3,1,4
4309,1,Divorced,24300,7,2,2
4758,2,Married,58780,1,1,1
2273,1,Single,26440,4,4,2
4746,3,Divorced,64390,3,3,2
1917,4,Married,24510,3,4,2
5394,2,Married,63920,1,3,2
2012,2,Single,97140,1,3,0
3091,3,Married,60770,1,3,2
1784,4,Single,24500,0,3,2
5523,3,Divorced,92500,1,3,0
1620,1,Married,20740,2,3,3
146,3,Single,101690,1,2,6
1029,1,Married,48550,9,1,2
1916,2,Married,40870,0,1,1
2935,4,Married,23670,1,2,2
2209,4,Single,29720,0,4,2
1582,2,Married,195860,4,2,3
3912,3,Divorced,54840,NA,3,4
774,2,Single,20610,1,4,2
3164,4,Single,99240,1,4,3
917,4,Single,41980,1,1,2
4560,2,Divorced,68150,5,3,3
2506,2,Married,47230,9,3,0
4953,4,Married,61420,3,1,3
3691,1,Single,82370,1,3,6
960,3,Married,88530,1,4,3
1603,1,Single,193310,1,2,2
4438,3,Single,20730,3,1,4
369,4,Single,55620,1,1,3
3205,3,Single,196130,2,4,5
1440,1,Married,34070,0,2,4
1242,3,Divorced,50630,6,3,2
1056,1,Single,46390,2,3,3
4465,2,Single,48760,2,3,3
5237,3,Married,26900,0,2,1
894,3,Divorced,175670,5,1,6
3359,4,Married,24080,1,3,3
2104,3,Divorced,28140,1,1,2
1010,3,Married,112450,0,3,3
5373,3,Married,33120,9,2,1
5281,2,Single,190490,7,1,2
3180,4,Married,21410,4,2,2
2910,3,Married,57690,1,3,4
5335,2,Married,43850,1,4,2
620,2,Single,53320,1,4,2
4890,4,Married,46630,0,3,1
1623,3,Married,47240,1,3,3
3706,2,Single,32110,4,2,2
450,4,Single,53770,4,3,3
4423,1,Married,40660,3,2,2
198,2,Divorced,52080,3,3,2
793,4,Married,48770,1,3,5
3110,1,Divorced,31170,6,2,2
2624,3,Single,15690,2,1,2
1229,3,Married,196580,4,4,3
2065,1,Married,30690,2,1,3
5109,1,Married,104350,0,3,5
5491,4,Single,41480,7,1,0
2633,1,Single,57680,5,3,4
5207,4,Single,50420,3,4,4
712,3,Single,57700,1,1,2
4076,3,Divorced,77560,0,4,3
1259,3,Divorced,103060,5,4,5
4044,3,Single,39360,0,2,3
5300,2,Divorced,79450,4,4,6
1642,4,Married,57430,2,3,2
3569,3,Single,152020,1,2,2
1819,4,Divorced,54400,1,2,2
5529,1,Married,37600,1,3,2
3392,2,Married,35170,2,2,1
5084,4,Divorced,25800,8,2,3
572,2,Single,21660,1,2,4
408,4,Married,58690,1,4,6
2972,3,Married,80080,2,2,4
127,3,Married,52060,4,2,4
5475,2,Married,52950,7,3,4
4125,4,Married,164130,6,3,1
5221,3,Married,132690,1,3,2
2067,3,Divorced,27830,6,4,2
1596,4,Married,54330,1,3,4
2618,3,Divorced,20130,3,3,5
3385,3,Divorced,139660,1,3,1
1988,3,Single,43740,3,3,5
2648,4,Divorced,68420,4,1,3
1701,4,Married,174260,2,2,0
4945,1,Single,176030,4,1,0
3036,3,Single,45810,3,3,3
3514,4,Married,47350,0,3,2
4530,2,Single,41870,0,3,4
2590,3,Single,55050,4,4,3
1341,3,Divorced,54700,1,3,2
3080,2,Divorced,54760,4,3,3
3634,3,Divorced,25870,4,3,2
2429,2,Single,24400,0,3,4
4862,2,Single,159720,1,2,2
3791,3,Divorced,153790,1,2,1
4010,4,Single,70820,1,3,3
2513,5,Married,27280,8,3,3
4321,3,Single,53680,2,4,2
329,4,Single,53470,1,2,1
2382,4,Married,31950,2,3,4
4939,2,Divorced,39890,1,4,2
2180,3,Married,33060,1,4,6
227,3,Married,70050,1,4,2
5321,1,Single,26550,8,3,0
5074,4,Married,13930,1,4,4
3736,2,Single,25700,3,4,2
2448,4,Married,35370,0,3,3
5034,3,Single,39860,1,4,3
1851,4,Married,108830,3,2,3
2947,2,Divorced,20280,4,4,2
4740,2,Married,95250,9,1,3
5051,3,Married,29290,1,2,2
2534,3,Single,22750,5,2,2
4290,1,Divorced,78790,2,3,2
737,2,Married,49300,9,4,0
4717,1,Married,78470,3,4,3
2604,4,Married,44010,5,3,4
4927,1,Divorced,92410,1,4,5
2679,2,Divorced,29740,1,4,2
4582,3,Married,45020,8,3,0
1589,4,Married,107480,7,2,3
2849,2,Married,15550,1,2,2
5101,3,Divorced,129360,1,4,3
3748,3,Single,23050,1,2,3
5180,2,Married,167040,9,4,2
3424,1,Divorced,34330,7,4,3
4527,3,Married,34770,1,4,2
5469,4,Single,64300,1,3,2
5126,2,Single,65160,1,4,4
4884,1,Married,39070,5,2,2
4057,4,Single,55620,5,4,3
707,3,Single,68830,3,4,3
245,2,Single,28620,5,3,2
3611,3,Single,49780,0,3,3
4682,3,Single,103680,6,4,2
4512,2,Married,61340,2,4,2
3430,4,Single,67350,8,4,3
4651,1,Married,32950,6,3,2
1208,4,Divorced,52380,1,2,5
283,2,Divorced,64720,0,1,4
2728,1,Married,96100,0,3,2
5105,3,Married,198330,3,3,2
5536,3,Divorced,97560,4,1,2
4149,4,Married,49680,1,2,4
967,3,Single,21450,1,3,6
3941,1,Single,21800,1,3,2
2409,2,Single,83460,7,3,5
2124,4,Married,34450,1,3,2
4761,4,Married,27600,8,2,3
1112,2,Divorced,62940,3,4,2
638,4,Married,71400,5,3,2
2428,3,Married,29320,5,4,3
1382,3,Married,51470,7,1,2
4546,3,Single,45070,1,1,3
1213,4,Married,85640,2,3,2
1688,1,Single,24680,0,4,2
4964,4,Divorced,81610,7,3,2
3585,4,Married,21090,0,3,3
2607,3,Divorced,52940,2,3,3
675,3,Divorced,27180,1,1,4
2245,1,Married,58110,0,3,4
5117,4,Divorced,24370,9,2,3
4757,4,Married,27660,1,3,2
887,3,Married,190380,6,4,3
1364,5,Married,30550,2,3,3
4461,1,Married,22890,4,1,3
3913,3,Divorced,40010,6,1,2
5093,3,Single,129650,0,3,2
5146,3,Single,35390,1,3,2
547,4,Single,60290,3,4,5
2546,4,Divorced,26790,2,4,2
2954,2,Married,37020,0,1,4
4570,2,Divorced,23980,0,4,2
477,3,Divorced,54680,0,1,6
1512,2,Married,131160,1,3,6
4535,1,Single,41890,0,3,3
4213,4,Married,193280,1,2,2
4210,5,Married,83210,3,4,5
5015,1,Single,23420,4,4,2
2078,3,Married,40710,3,3,5
3623,2,Single,58130,2,NA,2
1494,3,Married,31430,2,1,2
426,3,Married,20440,0,2,2
1953,4,Divorced,134640,1,2,2
1640,2,Married,79910,0,3,2
691,1,Married,33770,0,4,2
800,4,Single,55380,0,4,2
1047,1,Married,57620,1,1,4
3808,3,Married,25920,1,4,2
4995,3,Married,53460,4,3,2
5041,2,Single,42130,1,4,3
2294,3,Divorced,41270,2,1,2
431,4,Divorced,24380,7,2,5
4368,3,Divorced,68700,1,1,5
589,4,Divorced,104470,1,3,3
423,4,Divorced,96670,3,1,2
3993,4,Married,21480,3,3,2
2990,4,Married,89260,1,2,4
2556,4,Single,65130,1,2,2
2612,4,Married,67990,3,2,2
4768,3,Married,162910,1,1,3
1337,1,Single,27050,1,4,2
5552,2,Divorced,103330,3,4,2
4872,3,Divorced,44480,9,4,3
3695,3,Divorced,68540,2,1,5
4788,3,Single,96370,1,4,6
1400,1,Single,35910,9,3,2
4854,3,Single,54050,4,3,2
5404,4,Divorced,46840,1,4,4
4669,3,Single,157870,1,4,5
3316,1,Married,15140,1,2,3
3901,2,Married,29560,5,3,2
3381,4,Single,23350,1,3,3
1749,2,Married,51540,0,3,2
1636,3,Married,69620,4,3,2
2834,3,Divorced,56750,5,4,2
4874,1,Single,23790,1,4,6
5550,3,Single,38120,1,4,3
978,3,Single,46480,0,2,2
4974,1,Married,29360,4,2,2
2019,4,Divorced,21050,0,3,3
3245,4,Married,85780,7,2,4
3486,3,Married,27060,1,4,4
5130,2,Married,63840,3,1,4
2282,3,Divorced,39680,2,4,3
752,1,Married,99070,NA,3,3
5614,4,Married,132250,3,1,2
1906,1,Divorced,35400,1,1,6
4380,4,Divorced,28040,0,3,0
3982,3,Married,193920,6,4,3
4073,4,Married,196650,1,3,6
3349,4,Single,24390,0,3,2
1863,3,Single,73140,7,3,2
4741,1,Married,47740,2,3,2
808,4,Single,39020,1,3,2
2076,3,Married,26620,1,3,6
3641,2,Single,28560,1,4,5
3894,3,Divorced,10810,4,4,4
5127,3,Single,24720,7,1,2
796,4,Married,56730,5,1,4
2492,3,Married,41970,1,4,3
424,1,Married,97130,1,3,5
5369,4,Married,20620,1,3,4
1487,1,Married,42840,4,4,0
5190,2,Single,47880,3,2,0
846,3,Married,59060,4,4,4
2529,3,Divorced,38860,1,3,2
1479,3,Married,168230,0,3,3
1918,4,Single,29330,3,4,2
4176,2,Married,65000,8,3,3
4116,1,Married,171740,9,4,6
2333,4,Married,50330,2,2,6
1086,3,Married,23070,1,2,0
4171,3,Single,25870,0,2,3
2515,3,Divorced,55070,1,4,2
2265,2,Married,43930,1,2,2
4292,4,Divorced,133480,7,4,4
1972,4,Divorced,65830,0,3,1
1284,3,Single,81030,1,3,5
3469,4,Divorced,39780,1,4,0
2358,2,Single,25440,0,3,3
3434,4,Divorced,53990,1,3,2
2807,2,Single,54870,6,4,0
2311,3,Single,68340,3,2,2
1328,4,Single,10910,2,1,0
1292,4,Married,57360,1,4,1
3521,4,Divorced,22260,0,3,3
5499,3,Married,57470,1,3,0
3312,4,Married,98540,3,1,2
2821,5,Divorced,54670,4,3,2
3717,4,Married,53800,7,4,0
2187,3,Married,51510,1,3,3
338,2,Single,21330,3,1,2
5113,3,Single,178750,1,1,5
2998,3,Single,24320,4,4,4
2163,3,Married,47710,4,1,2
3190,4,Married,191610,2,4,2
3433,3,Married,50870,3,4,3
3715,5,Single,28630,1,1,2
2395,2,Single,55610,1,4,3
3980,3,Married,21440,6,3,3
1997,4,Married,30650,2,3,3
3603,1,Single,28100,1,1,3
1235,3,Single,98880,6,4,2
3827,3,Married,86280,2,3,2
1234,3,Single,28670,0,3,5
3876,2,Single,53730,1,3,2
5069,3,Single,66670,9,4,6
4444,3,Single,50030,9,3,2
5540,3,Divorced,23670,1,4,2
1796,2,Single,28580,1,2,2
807,3,Single,52040,8,2,3
3072,2,Married,41050,4,3,2
4793,2,Married,96790,4,4,1
1551,3,Single,56170,8,1,3
4242,3,Single,104480,2,3,3
3194,3,Divorced,28970,1,4,4
596,3,Married,59680,1,3,3
3484,3,Single,75100,0,3,3
162,5,Married,29910,1,1,3
316,3,Married,196360,1,2,3
5228,2,Single,11290,9,3,2
579,1,Divorced,133410,1,4,3
1055,2,Divorced,43320,7,4,3
4809,3,Divorced,110310,3,2,2
3572,1,Single,44400,2,3,3
1706,2,Divorced,46170,1,1,2
2657,2,Married,26470,6,2,2
901,3,Married,63230,4,1,2
4515,3,Married,56770,9,3,3
3480,4,Married,21870,1,2,2
