jobID,jobInvolvement,jobLevel,jobRole ,jobSatisfaction 
1061,3,1,Frontend dev,4
1062,3,4,UI designer,4
1063,3,1,Backend dev,3
1064,2,5,PM,3
1065,3,1,PM,4
1066,2,1,UI designer,4
1067,3,1,Frontend dev,3
1068,3,2,Mobile,3
1069,3,2,UX designer,2
1070,3,2,IOS dev,1
1071,4,5,PM,3
1072,3,3,IOS dev,2
1073,2,1,Android dev,3
1074,2,2,PM,2
1075,2,1,PM,4
1076,4,2,UI designer,2
1077,3,3,UI designer,1
1078,3,3,Frontend dev,4
1079,3,1,Backend dev,4
1080,4,2,PM,2
1081,3,2,Frontend dev,4
1082,3,2,Mobile,2
1083,2,1,UX designer,3
1084,3,5,UX designer,3
1085,3,1,PM,4
1086,2,1,Backend dev,1
1087,4,1,UI designer,1
1088,2,2,UI designer,2
1089,2,2,PM,4
1090,1,4,Backend dev,4
1091,3,1,Android dev,1
1092,2,2,UI designer,3
1093,2,2,IOS dev,3
1094,4,2,Mobile,4
1095,3,4,Backend dev,1
1096,3,1,Backend dev,1
1097,3,5,QA,4
1098,3,3,QA,2
1099,3,1,Mobile,2
1100,3,2,QA,1
1101,2,1,PM,4
1102,3,3,UI designer,4
1103,4,3,IOS dev,3
1104,4,2,QA,4
1105,3,2,Frontend dev,3
1106,3,5,PM,3
1107,3,4,UI designer,4
1108,3,2,Mobile,1
1109,3,2,Android dev,3
1110,3,2,UI designer,2
1111,3,2,PM,4
1112,3,1,IOS dev,3
1113,3,1,Frontend dev,2
1114,3,2,Mobile,1
1115,3,1,Frontend dev,1
1116,3,1,Android dev,2
1117,3,5,Frontend dev,4
1118,3,2,PM,3
1119,3,1,UI designer,4
1120,2,2,PM,4
1121,3,1,UX designer,4
1122,3,4,Mobile,2
1123,3,1,UX designer,1
1124,3,3,QA,3
1125,4,1,UX designer,1
1126,1,2,Mobile,2
1127,3,4,UI designer,4
1128,2,1,UI designer,3
1129,4,2,IOS dev,1
1130,4,2,PM,1
1131,4,3,Mobile,4
1132,3,2,PM,1
1133,2,2,UX designer,4
1134,2,3,Android dev,1
1135,1,2,Mobile,4
1136,3,1,Mobile,4
1137,2,2,IOS dev,4
1138,3,3,Android dev,4
1139,3,1,Mobile,1
1140,3,3,QA,3
1141,3,4,UX designer,3
1142,3,1,QA,3
1143,2,4,Backend dev,2
1144,2,2,Frontend dev,2
1145,3,1,Backend dev,4
1146,2,2,PM,1
1147,3,2,UI designer,3
1148,3,2,IOS dev,3
1149,4,2,UX designer,1
1150,1,1,IOS dev,3
1151,3,2,QA,4
1152,2,3,Frontend dev,3
1153,2,5,UI designer,2
1154,3,2,Android dev,2
1155,2,2,UI designer,2
1156,3,5,IOS dev,3
1157,2,2,QA,3
1158,3,2,Frontend dev,3
1159,3,2,UX designer,2
1160,3,3,Frontend dev,3
1161,3,2,Android dev,3
1162,1,2,UI designer,1
1163,1,1,IOS dev,4
1164,2,1,QA,2
1165,2,2,Frontend dev,3
1166,3,2,Mobile,3
1167,3,2,Android dev,3
1168,2,3,IOS dev,4
1169,3,3,Backend dev,2
1170,2,2,PM,4
1171,3,3,Mobile,2
1172,3,1,IOS dev,4
1173,2,2,Mobile,3
1174,3,2,Android dev,4
1175,3,4,UX designer,4
1176,3,2,Mobile,3
1177,3,1,Backend dev,4
1178,3,1,UI designer,4
1179,3,3,PM,1
1180,4,2,Backend dev,4
1181,3,2,IOS dev,1
1182,3,2,QA,4
1183,2,2,PM,2
1184,2,1,UX designer,3
1185,3,2,IOS dev,4
1186,2,3,PM,3
1187,3,2,Android dev,3
1188,4,1,Frontend dev,2
1189,3,1,Backend dev,3
1190,3,1,UX designer,4
1191,3,1,Backend dev,2
1192,3,2,QA,1
1193,3,2,UI designer,4
1194,2,3,Backend dev,4
1195,2,2,IOS dev,3
1196,2,1,IOS dev,NA
1197,4,1,PM,3
1198,3,1,UI designer,3
1199,2,2,Android dev,3
1200,3,1,QA,3
1201,3,2,UX designer,4
1202,2,3,UI designer,2
1203,3,2,Frontend dev,1
1204,3,1,QA,1
1205,4,2,QA,4
1206,3,4,UX designer,1
1207,3,2,Backend dev,3
1208,3,1,UX designer,4
1209,3,1,UI designer,1
1210,3,1,UX designer,2
1211,2,3,IOS dev,2
1212,3,1,Backend dev,3
1213,3,1,UX designer,4
1214,3,2,Mobile,2
1215,3,1,Mobile,3
1216,3,2,IOS dev,3
1217,2,4,Android dev,2
1218,2,2,PM,4
1219,3,5,Android dev,1
1220,3,2,QA,3
1221,3,2,UI designer,3
1222,3,1,Frontend dev,3
1223,3,2,Backend dev,2
1224,2,2,QA,3
1225,3,2,Frontend dev,3
1226,2,1,Backend dev,4
1227,3,5,UX designer,3
1228,4,4,Android dev,1
1229,3,2,UI designer,2
1230,4,3,IOS dev,4
1231,3,2,IOS dev,4
1232,3,1,UX designer,4
1233,2,3,UI designer,3
1234,3,1,Android dev,1
1235,3,4,IOS dev,2
1236,3,2,UX designer,4
1237,1,2,QA,1
1238,3,5,Android dev,3
1239,3,2,UX designer,1
1240,2,2,Backend dev,2
1241,3,1,UX designer,4
1242,1,1,UI designer,1
1243,3,1,IOS dev,4
1244,3,5,IOS dev,4
1245,3,1,UI designer,3
1246,3,1,PM,4
1247,2,3,UI designer,4
1248,2,1,Android dev,3
1249,2,1,QA,3
1250,3,3,IOS dev,4
1251,2,4,Backend dev,1
1252,2,4,Mobile,1
1253,3,1,UX designer,4
1254,2,3,QA,1
1255,3,2,UX designer,3
1256,3,4,Mobile,3
1257,1,1,Backend dev,4
1258,3,2,IOS dev,3
1259,2,1,Mobile,3
1260,2,3,UX designer,2
1261,3,3,Frontend dev,4
1262,3,3,UX designer,4
1263,1,1,QA,3
1264,3,1,Frontend dev,3
1265,3,3,Frontend dev,1
1266,3,3,Mobile,1
1267,3,3,Frontend dev,4
1268,3,1,Mobile,4
1269,3,3,Frontend dev,1
1270,2,1,UX designer,1
1271,3,2,UX designer,4
1272,3,4,PM,3
1273,3,2,Frontend dev,4
1274,3,2,UX designer,4
1275,3,4,Mobile,3
1276,3,1,Android dev,1
1277,3,2,Android dev,3
1278,3,3,QA,3
1279,3,2,Frontend dev,2
1280,3,1,Frontend dev,1
1281,3,2,Backend dev,1
1282,4,4,Backend dev,3
1283,2,3,Frontend dev,3
1284,3,1,UX designer,2
1285,1,3,Backend dev,2
1286,2,2,Backend dev,2
1287,3,2,QA,4
1288,3,2,IOS dev,4
1289,4,2,PM,1
1290,1,1,PM,1
1291,3,3,UI designer,3
1292,3,3,PM,2
1293,3,4,UI designer,4
1294,3,3,Mobile,3
1295,3,2,QA,4
1296,4,2,UI designer,4
1297,3,1,Frontend dev,2
1298,3,2,Mobile,4
1299,3,2,QA,1
1300,2,5,UX designer,4
1301,4,1,Mobile,4
1302,3,2,QA,4
1303,2,1,UI designer,2
1304,3,5,IOS dev,4
1305,3,1,UI designer,2
1306,3,1,Android dev,1
1307,2,1,QA,3
1308,2,1,Frontend dev,3
1309,3,2,UX designer,3
1310,2,2,IOS dev,3
1311,4,2,IOS dev,3
1312,2,1,UI designer,2
1313,3,2,QA,1
1314,2,1,Frontend dev,1
1315,3,2,Android dev,4
1316,2,4,QA,3
1317,3,1,Backend dev,4
1318,3,2,UX designer,4
1319,2,4,Backend dev,2
1320,2,2,Frontend dev,3
1321,3,1,Mobile,4
1322,3,1,Mobile,4
1323,3,1,UX designer,1
1324,3,5,PM,3
1325,3,1,IOS dev,4
1326,3,2,Android dev,3
1327,3,2,Backend dev,2
1328,3,1,Android dev,4
1329,3,2,Backend dev,1
1330,3,1,Android dev,4
1331,3,2,PM,4
1332,3,1,QA,4
1333,3,3,Backend dev,3
1334,3,2,UX designer,2
1335,1,2,UX designer,2
1336,3,2,Frontend dev,3
1337,3,3,Backend dev,3
1338,2,2,UI designer,2
1339,2,1,UI designer,4
1340,3,1,Mobile,3
1341,3,1,Backend dev,4
1342,2,1,Android dev,1
1343,4,1,IOS dev,3
1344,4,2,IOS dev,4
1345,2,2,Mobile,3
1346,1,1,QA,3
1347,4,2,Backend dev,3
1348,4,2,UX designer,2
1349,4,1,Backend dev,4
1350,4,1,Backend dev,3
1351,2,3,Mobile,3
1352,3,2,Mobile,4
1353,2,2,QA,1
1354,3,2,UX designer,4
1355,3,2,UI designer,3
1356,4,2,UI designer,3
1357,3,3,UI designer,4
1358,3,3,UX designer,1
1359,3,2,UX designer,4
1360,2,3,Backend dev,1
1361,4,4,UI designer,1
1362,2,5,Android dev,2
1363,3,2,PM,2
1364,3,3,Mobile,2
1365,2,5,UI designer,3
1366,3,1,Frontend dev,2
1367,1,1,Backend dev,4
1368,4,3,IOS dev,3
1369,3,3,UI designer,3
1370,1,1,UX designer,2
1371,3,4,UX designer,4
1372,3,2,UX designer,3
1373,3,1,Backend dev,4
1374,4,1,UI designer,2
1375,2,2,Backend dev,4
1376,3,2,Mobile,4
1377,3,1,Frontend dev,3
1378,4,2,UI designer,2
1379,3,4,Frontend dev,3
1380,2,1,UX designer,4
1381,2,2,PM,4
1382,3,1,Frontend dev,3
1383,3,2,UI designer,2
1384,3,2,Backend dev,1
1385,3,2,Android dev,2
1386,3,1,Frontend dev,1
1387,3,2,IOS dev,1
1388,2,4,Frontend dev,1
1389,3,1,QA,4
1390,3,2,Frontend dev,4
1391,1,2,Frontend dev,1
1392,4,1,IOS dev,4
1393,4,2,QA,4
1394,3,2,Frontend dev,2
1395,3,5,Android dev,2
1396,2,3,Frontend dev,3
1397,3,1,UI designer,1
1398,1,1,Android dev,2
1399,3,2,Mobile,3
1400,2,2,Frontend dev,2
1401,4,1,UX designer,3
1402,3,2,PM,2
1403,3,2,QA,3
1404,3,1,Backend dev,2
1405,4,2,PM,3
1406,2,1,PM,4
1407,3,1,Android dev,4
1408,1,1,Backend dev,1
1409,4,2,UX designer,2
1410,3,2,QA,3
1411,3,5,IOS dev,3
1412,4,1,Android dev,4
1413,2,1,PM,1
1414,3,2,Mobile,4
1415,3,4,QA,3
1416,2,1,PM,4
1417,3,3,UI designer,1
1418,3,2,UI designer,4
1419,3,4,UI designer,2
1420,3,2,Mobile,4
1421,4,1,UI designer,4
1422,3,5,Mobile,1
1423,4,1,Backend dev,4
1424,2,2,UX designer,3
1425,3,1,Frontend dev,3
1426,3,1,PM,2
1427,2,2,PM,1
1428,2,2,Android dev,4
1429,2,2,QA,1
1430,2,1,Frontend dev,3
1431,3,2,Android dev,4
1432,2,2,UI designer,1
1433,2,1,Backend dev,2
1434,3,3,UI designer,2
1435,3,2,IOS dev,4
1436,3,4,Backend dev,3
1437,2,3,Mobile,3
1438,3,3,Mobile,4
1439,3,2,Frontend dev,4
1440,3,1,UI designer,4
1441,2,1,Mobile,3
1442,3,1,UI designer,4
1443,3,4,UX designer,4
1444,3,2,UI designer,4
1445,4,1,UX designer,3
1446,4,2,IOS dev,4
1447,2,1,Android dev,4
1448,3,2,Backend dev,4
1449,3,2,UI designer,1
1450,2,1,IOS dev,3
1451,2,3,QA,2
1452,3,3,PM,3
1453,4,2,UI designer,3
1454,2,4,PM,4
1455,2,2,Mobile,1
1456,2,1,UX designer,4
1457,2,2,IOS dev,4
1458,4,1,UI designer,3
1459,3,1,IOS dev,4
1460,2,1,Frontend dev,1
1461,3,2,PM,1
1462,2,3,UI designer,3
1463,3,1,IOS dev,3
1464,3,1,Backend dev,3
1465,2,2,IOS dev,4
1466,3,1,Frontend dev,1
1467,2,1,Mobile,4
1468,3,2,PM,3
1469,2,1,UI designer,NA
1470,4,2,Android dev,3
1471,3,1,PM,4
1472,2,1,Frontend dev,2
1473,3,4,Mobile,2
1474,2,3,Backend dev,4
1475,3,1,PM,1
1476,3,4,IOS dev,2
1477,3,2,Android dev,3
1478,3,2,Backend dev,2
1479,3,3,Frontend dev,4
1480,3,4,Backend dev,1
1481,2,2,Frontend dev,4
1482,3,1,IOS dev,4
1483,3,1,Backend dev,1
1484,2,1,PM,2
1485,3,1,PM,4
1486,3,2,PM,4
1487,2,1,Frontend dev,3
1488,3,2,PM,4
1489,2,1,QA,2
1490,3,1,Backend dev,1
1491,3,2,Android dev,2
1492,2,1,UI designer,2
1493,3,2,PM,3
1494,1,1,PM,3
1495,3,1,Backend dev,4
1496,3,1,Android dev,4
1497,3,1,Android dev,1
1498,3,1,Backend dev,4
1499,2,2,Backend dev,3
1500,2,1,Mobile,4
1501,2,3,IOS dev,2
1502,2,1,Frontend dev,4
1503,3,2,Android dev,1
1504,3,3,QA,2
1505,3,1,QA,2
1506,3,2,Mobile,4
1507,3,1,PM,4
1508,3,3,Backend dev,2
1509,2,1,Android dev,3
1510,2,1,IOS dev,2
1511,2,3,Frontend dev,4
1512,2,2,UX designer,2
1513,3,1,Mobile,2
1514,3,1,Mobile,3
1515,2,1,UX designer,1
1516,3,1,Mobile,4
1517,3,2,Backend dev,4
1518,3,1,IOS dev,2
1519,3,2,PM,3
1520,2,3,PM,2
1521,2,2,Frontend dev,3
1522,2,3,UI designer,4
1523,3,2,Mobile,1
1524,3,1,Mobile,1
1525,3,2,Frontend dev,4
1526,3,4,Frontend dev,2
1527,3,1,Mobile,1
1528,3,4,UI designer,4
1529,3,3,PM,3
1530,3,2,PM,2
1531,3,3,UX designer,2
1532,4,3,Android dev,2
1533,4,4,IOS dev,3
1534,4,2,PM,4
1535,3,2,IOS dev,4
1536,2,1,UX designer,4
1537,3,4,Mobile,4
1538,2,1,Backend dev,3
1539,3,1,Backend dev,4
1540,3,1,QA,3
1541,3,4,Backend dev,4
1542,4,2,UX designer,3
1543,3,5,PM,3
1544,3,1,UI designer,2
1545,3,2,Backend dev,3
1546,3,2,QA,1
1547,3,1,Backend dev,4
1548,3,4,UI designer,4
1549,3,1,PM,1
1550,3,3,IOS dev,4
1551,2,2,UI designer,3
1552,2,1,UX designer,2
1553,3,2,QA,4
1554,3,1,UI designer,4
1555,3,3,QA,4
1556,3,3,UI designer,2
1557,4,3,Mobile,2
1558,2,1,UI designer,4
1559,3,1,Android dev,2
1560,4,2,Frontend dev,3
1561,1,1,Backend dev,4
1562,2,2,UX designer,3
1563,2,3,PM,3
1564,3,2,Frontend dev,2
1565,2,4,QA,3
1566,3,2,Backend dev,1
1567,3,1,Mobile,3
1568,3,5,IOS dev,3
1569,3,1,UI designer,4
1570,2,4,Mobile,2
1571,1,2,Android dev,4
1572,3,2,Frontend dev,4
1573,1,5,PM,3
1574,3,2,Frontend dev,3
1575,1,2,UX designer,4
1576,1,5,QA,3
1577,4,4,PM,1
1578,3,2,IOS dev,3
1579,4,1,UX designer,2
1580,3,3,Frontend dev,4
1581,2,1,UI designer,3
1582,3,4,UX designer,2
1583,3,1,UX designer,2
1584,4,2,Backend dev,4
1585,3,3,Backend dev,2
1586,3,1,Mobile,2
1587,2,3,QA,4
1588,3,2,Android dev,3
1589,3,1,QA,4
1590,3,1,QA,3
1591,3,1,IOS dev,4
1592,3,1,IOS dev,4
1593,3,5,Android dev,3
1594,3,2,Backend dev,2
1595,3,2,Backend dev,1
1596,2,1,Frontend dev,2
1597,3,5,Frontend dev,3
1598,2,3,PM,4
1599,3,1,PM,1
1600,2,3,Mobile,2
1601,2,4,UI designer,1
1602,2,3,Backend dev,2
1603,3,1,PM,2
1604,2,1,Backend dev,3
1605,2,2,UX designer,1
1606,3,1,UI designer,3
1607,2,3,UI designer,1
1608,2,1,Frontend dev,4
1609,3,2,Android dev,3
1610,4,1,IOS dev,4
1611,2,3,UI designer,3
1612,3,3,Android dev,1
1613,1,1,IOS dev,3
1614,3,3,Android dev,1
1615,3,2,UI designer,3
1616,2,3,PM,1
1617,2,3,PM,1
1618,3,3,UX designer,1
1619,2,2,UI designer,3
1620,3,1,Android dev,4
1621,3,2,IOS dev,4
1622,2,2,Mobile,3
1623,3,1,PM,4
1624,3,1,Android dev,1
1625,2,1,Backend dev,3
1626,3,4,Android dev,4
1627,2,1,Frontend dev,2
1628,3,2,IOS dev,3
1629,3,2,Mobile,4
1630,2,1,UI designer,3
1631,4,4,PM,4
1632,2,2,Android dev,4
1633,3,3,Backend dev,3
1634,2,3,Backend dev,2
1635,3,1,IOS dev,4
1636,3,3,QA,1
1637,3,4,UI designer,4
1638,3,3,UX designer,3
1639,3,3,IOS dev,4
1640,3,4,UI designer,1
1641,2,5,IOS dev,4
1642,2,1,PM,3
1643,3,2,IOS dev,3
1644,3,2,Frontend dev,3
1645,4,1,Mobile,3
1646,2,1,QA,4
1647,3,2,QA,2
1648,2,4,UI designer,3
1649,3,2,QA,4
1650,3,1,Mobile,2
1651,1,2,UI designer,3
1652,2,2,Mobile,3
1653,4,1,QA,1
1654,2,1,Backend dev,3
1655,3,1,UX designer,4
1656,3,2,UI designer,3
1657,3,1,Backend dev,4
1658,3,1,UX designer,2
1659,2,2,IOS dev,4
1660,2,1,Mobile,3
1661,3,2,UI designer,3
1662,3,1,Android dev,3
1663,2,3,UI designer,4
1664,3,3,QA,1
1665,3,4,Mobile,2
1666,3,2,Android dev,3
1667,2,1,UI designer,4
1668,3,1,Android dev,3
1669,3,1,PM,4
1670,4,1,UI designer,2
1671,2,2,Backend dev,1
1672,2,2,Android dev,3
1673,2,3,UX designer,3
1674,2,2,PM,3
1675,2,1,Mobile,4
1676,1,2,IOS dev,4
1677,3,1,Android dev,4
1678,3,5,UX designer,3
1679,3,1,IOS dev,NA
1680,3,1,Mobile,2
1681,3,1,IOS dev,1
1682,2,2,PM,3
1683,2,1,Mobile,4
1684,3,1,UI designer,3
1685,3,5,UI designer,2
1686,1,1,Mobile,3
1687,2,1,UX designer,4
1688,3,4,Backend dev,2
1689,1,1,UI designer,2
1690,3,1,IOS dev,2
1691,2,1,UX designer,3
1692,3,2,Frontend dev,3
1693,3,2,UI designer,1
1694,3,4,QA,4
1695,2,1,Frontend dev,1
1696,3,5,UX designer,4
1697,3,2,IOS dev,4
1698,3,1,IOS dev,3
1699,3,2,UX designer,3
1700,1,1,IOS dev,2
1701,3,2,Frontend dev,4
1702,3,2,UX designer,4
1703,4,1,Backend dev,1
1704,3,2,Mobile,3
1705,4,2,UI designer,1
1706,4,2,UX designer,3
1707,2,1,UI designer,3
1708,3,2,UI designer,1
1709,1,3,Android dev,3
1710,3,1,UX designer,4
1711,2,2,IOS dev,3
1712,3,2,UI designer,3
1713,3,1,Mobile,4
1714,3,3,Frontend dev,3
1715,2,3,UI designer,1
1716,3,1,IOS dev,4
1717,3,3,Android dev,1
1718,4,1,UI designer,4
1719,2,1,QA,3
1720,3,1,PM,3
1721,3,4,IOS dev,4
1722,3,2,Backend dev,4
1723,2,2,PM,2
1724,2,2,Android dev,2
1725,1,5,Mobile,4
1726,2,5,Android dev,3
1727,3,1,IOS dev,1
1728,4,1,Frontend dev,3
1729,3,1,IOS dev,1
1730,3,2,IOS dev,2
1731,2,5,QA,4
1732,2,4,IOS dev,4
1733,4,1,UI designer,2
1734,3,5,PM,4
1735,4,3,PM,4
1736,4,1,Frontend dev,3
1737,3,1,PM,2
1738,1,1,QA,3
1739,3,1,UX designer,3
1740,1,5,Mobile,4
1741,2,4,UI designer,3
1742,2,1,UX designer,4
1743,2,5,UI designer,1
1744,3,2,Frontend dev,4
1745,3,5,Android dev,1
1746,3,3,Backend dev,1
1747,3,2,IOS dev,3
1748,3,1,Backend dev,4
1749,4,5,UI designer,1
1750,2,2,Android dev,1
1751,3,1,Backend dev,3
1752,4,2,Mobile,2
1753,2,3,UX designer,2
1754,3,2,Android dev,1
1755,3,3,UI designer,3
1756,2,1,QA,3
1757,2,1,UX designer,3
1758,3,2,Android dev,4
1759,3,1,Android dev,3
1760,3,1,IOS dev,3
1761,3,1,UI designer,4
1762,4,2,PM,3
1763,3,5,PM,1
1764,2,4,UI designer,2
1765,3,1,UX designer,4
1766,3,2,UI designer,4
1767,3,1,Mobile,1
1768,2,2,Mobile,2
1769,3,3,Mobile,4
1770,3,1,IOS dev,1
1771,1,2,UI designer,4
1772,3,4,PM,3
1773,2,3,UX designer,1
1774,3,3,QA,1
1775,3,3,Mobile,4
1776,3,2,UX designer,4
1777,3,3,UI designer,3
1778,1,2,Android dev,3
1779,3,1,UI designer,3
1780,3,1,Mobile,4
1781,3,4,IOS dev,1
1782,1,5,Android dev,1
1783,3,5,QA,4
1784,3,1,UI designer,4
1785,3,3,Android dev,3
1786,3,2,Frontend dev,1
1787,3,2,UX designer,4
1788,3,2,Mobile,1
1789,3,4,Mobile,4
1790,3,2,IOS dev,1
1791,3,2,UI designer,1
1792,3,1,Backend dev,1
1793,2,3,PM,4
1794,3,1,Mobile,3
1795,4,2,UX designer,2
1796,3,3,Mobile,1
1797,4,1,PM,4
1798,2,4,Mobile,1
1799,3,1,UI designer,2
1800,2,2,Mobile,3
1801,1,2,Frontend dev,3
1802,4,4,UI designer,1
1803,3,4,PM,3
1804,2,1,Mobile,1
1805,4,2,QA,4
1806,3,2,UX designer,2
1807,2,1,UI designer,3
1808,3,2,IOS dev,2
1809,4,1,QA,3
1810,3,2,Frontend dev,4
1811,2,2,Android dev,3
1812,3,2,QA,2
1813,2,2,Mobile,3
1814,3,3,IOS dev,3
1815,3,2,UX designer,4
1816,3,1,IOS dev,3
1817,3,2,PM,2
1818,3,2,UI designer,1
1819,3,3,UI designer,4
1820,4,2,PM,4
1821,4,4,QA,4
1822,2,2,Frontend dev,1
1823,2,2,UI designer,4
1824,3,1,PM,3
1825,2,1,IOS dev,2
1826,3,4,UX designer,4
1827,3,1,UX designer,3
1828,3,1,UX designer,4
1829,3,3,UI designer,3
1830,3,1,PM,2
1831,4,1,QA,1
1832,2,3,PM,1
1833,2,2,UX designer,1
1834,3,3,Android dev,4
1835,3,4,UI designer,4
1836,3,5,QA,4
1837,4,4,Backend dev,4
1838,3,2,Android dev,1
1839,1,1,IOS dev,3
1840,3,2,Frontend dev,4
1841,3,4,Backend dev,3
1842,3,1,Frontend dev,4
1843,2,1,Mobile,4
1844,3,1,Mobile,4
1845,2,2,UX designer,4
1846,2,2,Android dev,1
1847,3,1,PM,1
1848,2,1,PM,3
1849,4,1,PM,2
1850,3,1,Backend dev,4
1851,3,4,UX designer,1
1852,3,2,Backend dev,1
1853,3,2,Backend dev,4
1854,2,1,Backend dev,2
1855,4,1,Frontend dev,2
1856,3,2,QA,4
1857,3,3,Backend dev,4
1858,3,3,UI designer,3
1859,2,1,Android dev,4
1860,4,3,UX designer,2
1861,1,3,Frontend dev,4
1862,4,1,QA,4
1863,3,1,IOS dev,4
1864,3,3,Mobile,4
1865,3,2,UI designer,2
1866,3,1,Mobile,1
1867,2,3,Frontend dev,4
1868,3,2,UI designer,2
1869,2,1,QA,4
1870,4,4,QA,4
1871,3,2,IOS dev,1
1872,3,1,Frontend dev,4
1873,3,1,QA,4
1874,3,2,Android dev,2
1875,1,2,UX designer,3
1876,3,2,Frontend dev,4
1877,3,1,PM,4
1878,3,2,UX designer,4
1879,3,1,IOS dev,3
1880,4,2,IOS dev,4
1881,3,3,PM,3
1882,3,4,Mobile,1
1883,3,1,PM,3
1884,3,2,Frontend dev,2
1885,2,2,QA,3
1886,3,1,Android dev,1
1887,3,1,Backend dev,2
1888,3,1,UX designer,3
1889,3,3,Android dev,4
1890,2,2,UI designer,2
1891,3,1,PM,3
1892,3,2,Android dev,3
1893,2,1,Backend dev,4
1894,3,2,Mobile,1
1895,2,1,Backend dev,2
1896,2,1,UI designer,2
1897,3,2,Backend dev,2
1898,2,2,UI designer,1
1899,3,1,UX designer,1
1900,1,2,IOS dev,3
1901,3,2,PM,2
1902,3,3,Backend dev,1
1903,3,4,Mobile,4
1904,2,1,QA,2
1905,3,4,Backend dev,1
1906,3,3,QA,4
1907,3,4,Android dev,4
1908,2,3,QA,3
1909,3,2,Android dev,2
1910,3,1,PM,NA
1911,2,3,UI designer,3
1912,3,1,IOS dev,4
1913,1,4,Frontend dev,3
1914,3,1,Mobile,3
1915,2,1,PM,3
1916,3,2,UX designer,4
1917,1,2,PM,4
1918,2,2,PM,3
1919,3,1,UI designer,2
1920,3,3,Android dev,3
1921,3,2,Mobile,4
1922,3,2,UI designer,1
1923,3,4,Backend dev,3
1924,2,1,QA,1
1925,3,2,Frontend dev,4
1926,3,3,UI designer,4
1927,2,1,Mobile,4
1928,2,2,PM,2
1929,3,1,Backend dev,3
1930,3,2,UI designer,2
1931,4,1,PM,1
1932,3,2,Android dev,4
1933,2,2,Mobile,3
1934,3,2,QA,3
1935,2,1,QA,3
1936,3,3,PM,3
1937,3,1,QA,3
1938,2,3,UI designer,2
1939,3,2,QA,1
1940,3,2,QA,4
1941,3,1,Backend dev,3
1942,3,1,Android dev,3
1943,2,5,Backend dev,1
1944,3,2,Frontend dev,1
1945,3,1,PM,2
1946,3,2,Backend dev,4
1947,3,2,Frontend dev,1
1948,3,2,QA,3
1949,3,1,UX designer,3
1950,3,2,Frontend dev,3
1951,4,3,Mobile,4
1952,3,2,UX designer,4
1953,3,5,Mobile,4
1954,4,1,Backend dev,3
1955,4,2,Frontend dev,4
1956,2,5,Frontend dev,4
1957,4,2,IOS dev,2
1958,2,2,Backend dev,2
1959,3,2,UX designer,3
1960,4,1,PM,4
1961,2,1,Backend dev,1
1962,4,4,UI designer,4
1963,3,1,Frontend dev,4
1964,2,1,QA,3
1965,3,4,QA,1
1966,4,1,Mobile,1
1967,3,5,UI designer,4
1968,2,1,Backend dev,4
1969,1,2,QA,3
1970,2,2,Mobile,4
1971,3,2,IOS dev,4
1972,3,2,Mobile,2
1973,4,2,QA,2
1974,3,1,UX designer,3
1975,3,2,UI designer,1
1976,2,1,QA,3
1977,4,2,Mobile,2
1978,1,2,Frontend dev,3
1979,3,1,Frontend dev,3
1980,3,1,Frontend dev,2
1981,3,5,QA,1
1982,2,2,UI designer,3
1983,2,2,PM,4
1984,3,5,Backend dev,3
1985,3,4,IOS dev,3
1986,3,2,IOS dev,4
1987,2,5,Mobile,1
1988,2,3,IOS dev,4
1989,2,3,Backend dev,4
1990,3,4,UX designer,1
1991,3,5,QA,1
1992,3,3,Android dev,3
1993,2,2,QA,1
1994,1,2,UX designer,1
1995,3,2,QA,1
1996,4,2,PM,3
1997,3,3,Mobile,3
1998,3,2,Mobile,4
1999,2,3,Android dev,3
2000,3,2,PM,2
2001,4,2,UI designer,3
2002,3,3,PM,1
2003,3,2,Frontend dev,4
2004,2,3,IOS dev,1
2005,3,2,Android dev,3
2006,3,2,UI designer,3
2007,3,2,Mobile,4
2008,2,2,Android dev,4
2009,2,2,UI designer,4
2010,4,3,IOS dev,3
2011,3,2,UX designer,2
2012,2,4,Android dev,1
2013,3,2,Mobile,2
2014,3,3,IOS dev,3
2015,2,4,UI designer,2
2016,3,2,Backend dev,4
2017,3,3,Mobile,4
2018,3,2,UX designer,3
2019,3,4,PM,2
2020,2,2,Android dev,3
2021,4,2,Mobile,4
2022,3,4,PM,2
2023,3,3,QA,3
2024,3,2,Mobile,2
2025,3,2,Android dev,1
2026,3,2,Backend dev,4
2027,3,2,UI designer,3
2028,2,3,UI designer,2
2029,3,2,Backend dev,2
2030,4,3,Backend dev,4
2031,3,4,Backend dev,4
2032,3,3,Android dev,2
2033,3,4,IOS dev,4
2034,2,3,UI designer,2
2035,2,2,QA,3
2036,1,3,Frontend dev,2
2037,4,5,QA,4
2038,1,2,Mobile,4
2039,2,5,UI designer,3
2040,3,4,UI designer,3
2041,4,3,Android dev,3
2042,2,4,Mobile,1
2043,3,4,PM,4
2044,4,5,UI designer,3
2045,3,3,Mobile,4
2046,3,3,QA,3
2047,3,2,Backend dev,3
2048,2,5,Android dev,3
2049,1,2,Frontend dev,1
2050,1,2,PM,3
2051,1,2,Mobile,1
2052,2,5,Frontend dev,1
2053,3,3,Backend dev,3
2054,3,6,Frontend dev,2
2055,1,2,QA,4
2056,3,3,UI designer,4
2057,3,3,Android dev,3
