employeeID ,jobID ,performanceRating ,spentTime ,standardHours ,totalWorkingYears ,inTime,outTime 
2794,2738,3,12:35:00,8,12,2020-12-02 09:57:56,2020-12-02 16:45:32
3831,3133,3,12:40:00,8,8,2020-12-02 10:23:11,2020-12-02 17:28:08
5449,2521,3,12:45:00,8,6,2020-12-02 10:06:58,2020-12-02 19:34:45
1910,1158,4,13:05:00,8,1,NA,2020-12-02 17:37:02
3092,4838,4,21:30:00,8,13,2020-12-02 09:39:52,2020-12-02 17:43:30
4899,2391,3,22:15:00,8,12,2020-12-02 10:14:50,2020-12-02 17:57:46
2820,4655,3,23:15:00,8,9,2020-12-02 10:08:58,2020-12-02 17:13:16
2014,2091,3,23:35:00,8,19,2020-12-02 10:02:31,2020-12-02 17:22:03
2902,1735,3,04:00:00,8,4,2020-12-02 09:33:34,2020-12-02 17:42:52
3399,4031,4,05:30:00,8,1,2020-12-02 09:46:34,2020-12-02 20:48:25
842,2737,3,05:40:00,8,24,2020-12-02 10:11:20,2020-12-02 17:35:21
4083,3553,3,05:55:00,8,2,2020-12-02 09:54:49,2020-12-02 17:07:36
4090,4015,3,06:25:00,8,7,2020-12-02 09:30:23,2020-12-02 17:35:13
2442,952,3,18:30:00,8,9,2020-12-02 09:49:10,2020-12-02 16:43:51
1696,4688,4,19:00:00,8,4,2020-12-02 10:05:15,2020-12-02 18:28:32
3652,2041,3,19:30:00,8,5,2020-12-02 10:19:18,2020-12-02 16:34:25
5164,3258,3,20:00:00,8,5,2020-12-02 10:00:53,2020-12-02 18:49:38
2953,4777,3,22:30:00,8,8,2020-12-02 10:11:54,2020-12-02 19:57:44
5095,960,4,22:40:00,8,21,2020-12-02 10:00:04,2020-12-02 17:03:34
1955,4820,3,22:55:00,8,36,2020-12-02 09:48:24,2020-12-02 15:57:34
5538,1772,3,23:05:00,8,10,2020-12-02 10:02:27,2020-12-02 20:38:41
1837,4504,3,23:20:00,8,21,2020-12-02 09:58:33,2020-12-02 16:54:19
5265,2473,3,23:30:00,8,34,2020-12-02 10:18:22,2020-12-02 18:38:28
4902,1513,3,23:35:00,8,7,2020-12-02 10:05:34,2020-12-02 16:57:56
1021,142,3,23:40:00,8,8,2020-12-02 10:00:57,2020-12-02 16:10:06
1586,450,4,23:45:00,8,7,2020-12-02 10:14:43,2020-12-02 18:13:41
3552,1281,3,04:00:00,8,22,2020-12-02 09:49:41,2020-12-02 16:43:07
967,4241,3,05:15:00,8,8,NA,2020-12-02 16:47:03
1335,4421,3,05:45:00,8,10,2020-12-02 10:01:11,2020-12-02 18:51:16
3883,5070,3,06:45:00,8,11,NA,2020-12-02 16:59:05
4480,50,3,07:15:00,8,14,NA,2020-12-02 21:19:07
2757,3907,3,08:15:00,8,9,2020-12-02 10:16:18,2020-12-02 16:56:25
2948,1108,3,08:25:00,8,6,2020-12-02 09:41:31,2020-12-02 20:05:55
4722,736,3,08:30:00,8,7,2020-12-02 09:49:55,2020-12-02 16:40:14
2785,886,4,08:55:00,8,5,2020-12-02 10:05:01,2020-12-02 20:33:40
1200,1943,3,19:00:00,8,15,2020-12-02 09:37:14,2020-12-02 16:25:00
1366,1804,3,19:40:00,8,17,2020-12-02 09:48:43,2020-12-02 15:58:44
450,3006,3,20:00:00,8,10,2020-12-02 09:50:04,2020-12-02 20:32:22
1676,3478,3,22:00:00,8,4,2020-12-02 10:11:37,2020-12-02 20:01:50
4737,5528,3,04:00:00,8,8,2020-12-02 09:55:52,2020-12-02 16:06:48
2615,248,4,06:30:00,8,5,2020-12-02 10:01:23,2020-12-02 17:15:28
4903,3121,3,06:45:00,8,17,2020-12-02 10:19:03,2020-12-02 18:00:30
4669,718,3,07:15:00,8,14,2020-12-02 09:57:47,2020-12-02 16:56:20
2153,2813,3,08:30:00,8,12,2020-12-02 10:22:15,2020-12-02 16:49:29
138,4599,3,08:40:00,8,7,2020-12-02 09:38:26,2020-12-02 16:34:04
3758,3808,3,08:55:00,8,16,2020-12-02 10:22:50,2020-12-02 16:42:10
3334,2485,3,09:15:00,8,8,2020-12-02 10:06:20,2020-12-02 17:30:22
3314,2834,3,10:00:00,8,16,2020-12-02 09:49:58,2020-12-02 17:45:17
2109,3612,3,13:00:00,8,9,2020-12-02 10:07:14,2020-12-02 17:36:50
916,2735,3,14:00:00,8,7,2020-12-02 10:04:08,2020-12-02 17:03:52
3865,5180,3,14:30:00,8,23,2020-12-02 09:44:49,2020-12-02 16:35:15
2146,2408,3,17:00:00,8,16,NA,2020-12-02 21:11:01
473,5493,4,17:10:00,8,16,2020-12-02 09:57:00,2020-12-02 18:55:46
661,260,4,17:25:00,8,7,2020-12-02 09:55:44,2020-12-02 16:52:05
1622,2350,3,18:00:00,8,10,2020-12-02 10:36:01,2020-12-02 17:10:09
2995,4478,3,18:30:00,8,17,2020-12-02 09:54:17,2020-12-02 18:35:14
2501,5536,3,19:30:00,8,6,2020-12-02 10:29:43,2020-12-02 17:08:10
431,5088,3,20:00:00,8,7,2020-12-02 10:20:28,2020-12-02 21:00:14
3845,5419,3,20:20:00,8,13,2020-12-02 09:46:59,2020-12-02 17:41:37
5540,2851,3,20:30:00,8,11,2020-12-02 09:46:43,2020-12-02 20:11:48
1506,4078,3,21:30:00,8,10,2020-12-02 09:34:21,2020-12-02 17:56:07
208,932,4,21:45:00,8,4,2020-12-02 09:30:46,2020-12-02 20:16:49
1173,4684,3,23:00:00,8,6,2020-12-02 10:18:23,2020-12-02 20:21:04
4638,2015,3,23:10:00,8,22,2020-12-02 10:15:30,2020-12-02 20:07:36
2617,1341,3,04:00:00,8,7,2020-12-02 10:04:07,2020-12-02 16:41:45
421,1460,4,07:30:00,8,32,2020-12-02 10:01:20,2020-12-02 17:47:38
476,2972,4,08:00:00,8,8,2020-12-02 09:59:54,2020-12-02 21:00:16
2667,291,4,09:00:00,8,22,2020-12-02 10:19:55,2020-12-02 15:57:31
4492,1565,3,09:45:00,8,13,2020-12-02 09:51:49,2020-12-02 16:47:02
1361,335,3,21:00:00,8,33,2020-12-02 10:11:43,2020-12-02 16:17:17
4605,4121,3,21:45:00,8,6,2020-12-02 10:02:42,2020-12-02 19:59:07
1721,1365,3,23:00:00,8,4,2020-12-02 09:56:30,2020-12-02 17:17:12
575,4306,3,04:00:00,8,7,NA,2020-12-02 16:23:04
3607,3972,3,09:00:00,8,4,2020-12-02 10:20:15,2020-12-02 15:54:52
715,4566,3,09:08:00,8,17,2020-12-02 10:01:12,2020-12-02 19:14:46
4344,4771,3,10:08:00,8,9,2020-12-02 09:52:15,2020-12-02 15:42:37
1003,1066,3,10:16:00,8,25,2020-12-02 10:22:07,2020-12-02 17:16:33
2778,2500,3,10:56:00,8,9,2020-12-02 09:53:58,2020-12-02 17:04:02
3139,5118,3,14:40:00,8,2,2020-12-02 09:48:52,2020-12-02 19:56:48
2775,372,3,15:05:00,8,13,2020-12-02 09:42:55,2020-12-02 20:47:37
355,252,3,15:35:00,8,17,2020-12-02 10:36:59,2020-12-02 16:26:25
4916,2511,3,15:50:00,8,9,NA,2020-12-02 17:21:46
2470,2088,3,16:10:00,8,17,2020-12-02 09:55:33,2020-12-02 16:01:35
2160,436,3,16:20:00,8,20,2020-12-02 10:02:02,2020-12-02 18:52:45
4647,3129,3,16:50:00,8,6,2020-12-02 09:42:52,2020-12-02 20:20:53
4619,2927,3,17:00:00,8,10,2020-12-02 10:12:42,2020-12-02 18:13:02
3101,5065,3,17:15:00,8,10,NA,2020-12-02 17:56:26
1746,1504,4,19:00:00,8,5,2020-12-02 10:10:29,2020-12-02 16:49:48
4400,3928,3,20:00:00,8,10,2020-12-02 10:10:06,2020-12-02 19:27:30
727,2084,3,04:00:00,8,22,2020-12-02 09:58:25,2020-12-02 18:23:08
150,1917,3,07:30:00,8,1,2020-12-02 10:20:58,2020-12-02 16:20:08
4222,3913,4,07:35:00,8,6,2020-12-02 10:11:31,2020-12-02 16:01:39
4291,2961,3,07:50:00,8,5,2020-12-02 10:33:24,2020-12-02 18:49:21
1147,325,3,08:05:00,8,13,2020-12-02 09:52:55,2020-12-02 18:09:06
1032,4616,3,08:20:00,8,9,2020-12-02 10:06:04,2020-12-02 17:19:58
2772,3026,3,08:35:00,8,28,2020-12-02 09:46:18,2020-12-02 20:47:15
5316,4414,4,11:45:00,8,5,2020-12-02 10:10:58,2020-12-02 20:31:40
485,1432,4,12:00:00,8,10,2020-12-02 10:21:55,2020-12-02 16:42:55
3081,987,4,12:15:00,8,10,2020-12-02 10:21:03,2020-12-02 15:51:10
1878,4663,3,12:30:00,8,6,2020-12-02 10:39:53,2020-12-02 17:54:32
5369,1207,3,13:00:00,8,21,2020-12-02 09:55:32,2020-12-02 17:16:54
2557,2054,3,13:40:00,8,16,2020-12-02 10:14:51,2020-12-02 17:34:19
474,919,3,13:55:00,8,37,2020-12-02 09:37:50,2020-12-02 16:39:04
4926,3408,3,14:40:00,8,10,2020-12-02 09:32:09,2020-12-02 17:49:04
3590,4497,3,15:40:00,8,5,2020-12-02 09:46:17,2020-12-02 18:18:18
1971,1784,3,17:30:00,8,7,NA,2020-12-02 20:55:58
4159,3725,3,18:15:00,8,3,2020-12-02 10:16:42,2020-12-02 18:05:36
1788,2621,3,18:30:00,8,15,2020-12-02 09:47:05,2020-12-02 16:02:55
4101,4776,3,18:45:00,8,10,2020-12-02 09:53:15,2020-12-02 17:24:55
4085,3391,3,19:00:00,8,8,2020-12-02 09:59:57,2020-12-02 16:28:20
4262,2557,3,20:30:00,8,6,2020-12-02 09:26:48,2020-12-02 18:45:35
4739,193,4,20:45:00,8,28,2020-12-02 09:43:48,2020-12-02 21:19:37
718,3695,3,21:00:00,8,21,2020-12-02 10:24:08,2020-12-02 16:21:44
820,2949,3,21:30:00,8,20,2020-12-02 09:49:42,2020-12-02 17:51:51
2471,4440,3,23:30:00,8,10,2020-12-02 10:00:15,2020-12-02 17:13:07
1210,3046,3,23:45:00,8,12,2020-12-02 10:01:05,2020-12-02 16:28:27
1400,654,4,00:00:00,8,5,2020-12-02 09:46:42,2020-12-02 16:54:26
928,622,3,04:00:00,8,17,NA,2020-12-02 17:50:09
598,1170,3,11:00:00,8,19,2020-12-02 09:50:47,2020-12-02 17:56:59
5431,3898,3,11:20:00,8,10,2020-12-02 09:59:21,2020-12-02 15:10:11
1141,103,3,11:50:00,8,5,2020-12-02 10:06:19,2020-12-02 19:04:01
2640,1381,3,12:50:00,8,5,2020-12-02 09:49:18,2020-12-02 18:10:06
576,3281,3,13:50:00,8,22,2020-12-02 09:48:22,2020-12-02 20:08:38
5438,4567,3,16:00:00,8,10,2020-12-02 10:08:57,2020-12-02 16:47:24
4532,590,3,17:00:00,8,2,2020-12-02 10:10:36,2020-12-02 17:20:41
1668,119,3,17:30:00,8,8,2020-12-02 09:57:44,2020-12-02 15:57:56
966,4721,3,18:00:00,8,4,2020-12-02 10:00:54,2020-12-02 16:03:37
5259,4188,3,19:00:00,8,23,2020-12-02 10:02:12,2020-12-02 17:44:02
2588,2430,3,23:00:00,8,0,2020-12-02 09:58:45,2020-12-02 16:31:08
3222,1115,3,04:00:00,8,12,2020-12-02 10:20:08,2020-12-02 17:07:07
4670,2611,3,06:50:00,8,4,2020-12-02 10:00:05,2020-12-02 17:56:47
2012,1071,3,07:00:00,8,13,2020-12-02 10:00:23,2020-12-02 19:47:58
823,1971,3,07:03:00,8,22,NA,2020-12-02 16:36:08
2532,4822,3,07:35:00,8,0,2020-12-02 10:13:17,2020-12-02 15:28:34
2211,3204,4,07:45:00,8,9,2020-12-02 09:53:47,2020-12-02 15:08:38
5033,4686,3,08:30:00,8,10,2020-12-02 09:47:06,2020-12-02 18:08:34
1454,1632,4,08:40:00,8,19,2020-12-02 10:02:16,2020-12-02 19:06:12
2267,726,4,08:42:00,8,NA,2020-12-02 10:04:46,2020-12-02 20:41:40
1591,1191,4,08:44:00,8,13,2020-12-02 09:33:12,2020-12-02 21:29:42
2497,5151,3,08:45:00,8,19,2020-12-02 09:37:33,2020-12-02 17:07:27
2701,5001,3,08:58:00,8,12,2020-12-02 09:37:20,2020-12-02 19:28:39
5005,4676,3,08:59:00,8,6,2020-12-02 10:19:45,2020-12-02 18:04:58
535,4989,4,09:14:00,8,9,2020-12-02 09:52:10,2020-12-02 17:17:49
4076,1157,3,09:29:00,8,24,2020-12-02 09:51:30,2020-12-02 16:43:42
2181,1484,3,09:59:00,8,3,2020-12-02 10:05:37,2020-12-02 15:41:22
3390,3569,3,10:09:00,8,12,2020-12-02 09:50:34,2020-12-02 16:19:35
5293,1821,4,10:29:00,8,21,2020-12-02 10:13:48,2020-12-02 18:18:47
2230,2389,3,10:41:00,8,9,2020-12-02 10:01:34,2020-12-02 17:00:09
2583,4895,4,10:46:00,8,25,2020-12-02 09:42:14,2020-12-02 17:21:08
4016,4904,3,11:18:00,8,11,2020-12-02 10:06:41,2020-12-02 16:40:40
1979,3697,4,11:30:00,8,4,2020-12-02 10:04:18,2020-12-02 16:49:57
4781,4185,3,11:33:00,8,13,2020-12-02 09:55:20,2020-12-02 16:13:29
3708,409,3,11:45:00,8,5,2020-12-02 09:54:34,2020-12-02 17:19:30
293,3540,3,11:48:00,8,13,2020-12-02 10:08:17,2020-12-02 16:05:43
3175,4369,3,11:50:00,8,10,2020-12-02 10:08:12,2020-12-02 20:14:47
2216,1954,3,11:53:00,8,5,2020-12-02 09:56:40,2020-12-02 16:03:37
1168,18,3,12:06:00,8,11,2020-12-02 10:21:28,2020-12-02 18:27:34
2069,153,3,12:08:00,8,10,2020-12-02 09:33:29,2020-12-02 16:24:23
3692,1763,3,12:09:00,8,21,2020-12-02 10:23:31,2020-12-02 15:51:08
1785,172,3,12:14:00,8,12,2020-12-02 09:55:51,2020-12-02 17:07:27
2764,4033,3,12:18:00,8,9,2020-12-02 09:40:32,2020-12-02 15:22:30
3097,832,4,12:22:00,8,21,2020-12-02 09:55:40,2020-12-02 18:06:39
1487,1177,3,12:55:00,8,9,2020-12-02 09:45:01,2020-12-02 16:27:24
4286,1757,3,12:58:00,8,6,2020-12-02 09:46:27,2020-12-02 16:48:33
2005,5203,3,13:01:00,8,20,2020-12-02 09:49:27,2020-12-02 16:38:06
602,3432,4,13:08:00,8,10,2020-12-02 09:57:27,2020-12-02 16:30:47
5286,2661,3,13:10:00,8,12,2020-12-02 09:36:52,2020-12-02 16:17:24
3158,3321,3,13:23:00,8,6,2020-12-02 10:06:43,2020-12-02 17:25:04
998,5154,3,13:26:00,8,7,2020-12-02 10:05:26,2020-12-02 16:58:20
2638,4583,4,13:29:00,8,4,2020-12-02 10:05:35,2020-12-02 16:45:58
940,3235,3,13:34:00,8,10,2020-12-02 10:02:17,2020-12-02 17:44:19
2334,5440,3,13:44:00,8,8,2020-12-02 09:50:29,2020-12-02 17:37:58
630,5448,3,13:47:00,8,8,NA,2020-12-02 19:50:01
4486,4094,3,13:57:00,8,12,2020-12-02 09:59:45,2020-12-02 15:41:10
4753,2152,3,14:07:00,8,11,2020-12-02 10:09:08,2020-12-02 18:25:24
1321,5233,3,14:17:00,8,7,2020-12-02 09:36:56,2020-12-02 17:46:46
4615,1308,3,14:47:00,8,17,2020-12-02 09:57:42,2020-12-02 16:35:21
3718,1004,4,15:02:00,8,4,2020-12-02 10:05:47,2020-12-02 19:17:07
1715,935,3,15:12:00,8,8,2020-12-02 09:50:51,2020-12-02 17:10:54
5256,93,3,15:27:00,8,5,2020-12-02 09:40:41,2020-12-02 21:39:47
3208,2228,4,15:45:00,8,16,2020-12-02 10:07:31,2020-12-02 18:30:57
3525,3819,4,17:15:00,8,4,2020-12-02 10:00:07,2020-12-02 17:25:26
3521,3194,3,17:46:00,8,4,2020-12-02 09:53:19,2020-12-02 16:19:10
4801,3888,3,17:56:00,8,8,2020-12-02 10:04:23,2020-12-02 15:31:01
585,4286,3,17:58:00,8,15,2020-12-02 10:16:30,2020-12-02 16:03:57
3947,1511,3,22:15:00,8,13,2020-12-02 09:52:47,2020-12-02 15:53:48
3336,742,4,22:20:00,8,4,2020-12-02 09:49:38,2020-12-02 16:50:16
2949,3735,3,22:35:00,8,8,2020-12-02 09:59:32,2020-12-02 17:06:37
2582,1161,3,22:45:00,8,14,2020-12-02 10:00:54,2020-12-02 18:34:34
3991,3713,3,22:50:00,8,3,2020-12-02 10:14:47,2020-12-02 21:15:05
2192,4229,4,23:00:00,8,7,2020-12-02 09:48:00,2020-12-02 17:09:41
2207,5262,3,23:05:00,8,16,2020-12-02 10:09:42,2020-12-02 19:00:49
3495,5035,3,23:35:00,8,15,2020-12-02 10:09:32,2020-12-02 17:25:15
636,4315,3,04:00:00,8,10,2020-12-02 09:51:52,2020-12-02 17:44:00
3078,4715,3,10:00:00,8,3,2020-12-02 10:13:14,2020-12-02 16:49:42
4531,2637,4,10:02:00,8,1,2020-12-02 10:21:08,2020-12-02 18:48:45
2306,4854,3,10:32:00,8,17,2020-12-02 10:23:06,2020-12-02 17:15:07
3556,4923,3,17:30:00,8,7,2020-12-02 09:52:35,2020-12-02 18:47:41
3664,4693,3,18:00:00,8,8,2020-12-02 09:39:04,2020-12-02 16:38:52
2415,4021,3,22:00:00,8,20,2020-12-02 09:57:54,2020-12-02 16:29:05
2391,1815,4,00:00:00,8,8,2020-12-02 09:55:12,2020-12-02 16:50:17
4019,5427,4,00:05:00,8,3,2020-12-02 09:51:04,2020-12-02 18:56:53
751,870,3,02:00:00,8,1,2020-12-02 10:10:21,2020-12-02 17:46:16
5487,3417,3,04:00:00,8,6,2020-12-02 10:13:56,2020-12-02 15:50:57
2094,1781,3,08:00:00,8,10,2020-12-02 09:56:46,2020-12-02 17:37:04
1743,4703,3,08:05:00,8,5,2020-12-02 09:32:28,2020-12-02 18:30:48
4632,3935,3,08:10:00,8,7,2020-12-02 10:20:03,2020-12-02 15:46:33
1105,1150,3,11:00:00,8,26,2020-12-02 09:40:29,2020-12-02 15:38:46
1390,4355,4,11:03:00,8,18,2020-12-02 10:14:13,2020-12-02 15:53:52
3123,3188,3,11:30:00,8,6,2020-12-02 10:01:24,2020-12-02 16:47:28
1986,2960,4,11:45:00,8,9,2020-12-02 09:44:34,2020-12-02 21:10:28
5185,2208,3,11:48:00,8,30,2020-12-02 10:17:50,2020-12-02 18:44:30
850,5372,3,11:53:00,8,5,2020-12-02 09:44:25,2020-12-02 17:25:51
4889,1719,3,12:53:00,8,1,2020-12-02 09:43:17,2020-12-02 16:46:59
1879,5025,3,13:03:00,8,7,2020-12-02 09:59:34,2020-12-02 16:44:59
942,1486,3,13:18:00,8,2,2020-12-02 09:55:42,2020-12-02 17:59:08
961,1406,3,13:33:00,8,10,2020-12-02 10:00:04,2020-12-02 20:51:37
5328,4826,3,13:48:00,8,3,2020-12-02 09:34:56,2020-12-02 16:55:23
685,1372,3,14:18:00,8,18,2020-12-02 09:34:52,2020-12-02 18:29:04
555,2477,3,14:48:00,8,8,2020-12-02 10:05:18,2020-12-02 16:50:35
2032,3610,3,15:30:00,8,8,2020-12-02 10:00:48,2020-12-02 18:21:59
4646,3314,3,15:45:00,8,18,2020-12-02 10:42:24,2020-12-02 15:28:02
3674,650,3,16:45:00,8,25,2020-12-02 10:07:59,2020-12-02 19:17:29
2213,2591,3,17:00:00,8,20,2020-12-02 09:54:33,2020-12-02 16:39:18
5203,289,4,17:05:00,8,24,NA,2020-12-02 18:12:53
4696,941,4,18:00:00,8,6,2020-12-02 09:17:16,2020-12-02 18:27:21
2793,3490,3,18:20:00,8,13,NA,2020-12-02 16:04:33
522,4627,3,19:30:00,8,8,2020-12-02 09:35:22,2020-12-02 19:40:48
3043,2633,3,20:00:00,8,8,2020-12-02 10:34:15,2020-12-02 17:00:49
5036,4835,3,21:00:00,8,5,2020-12-02 09:45:16,2020-12-02 17:00:44
2448,4980,4,21:20:00,8,15,2020-12-02 09:48:24,2020-12-02 18:03:38
708,2685,3,22:00:00,8,4,2020-12-02 10:47:13,2020-12-02 16:28:20
1482,1854,4,22:03:00,8,21,2020-12-02 09:58:58,2020-12-02 17:18:52
3079,492,3,22:18:00,8,36,2020-12-02 09:58:40,2020-12-02 18:39:21
2116,12,3,23:30:00,8,6,2020-12-02 09:59:41,2020-12-02 16:11:19
1856,445,3,23:45:00,8,10,2020-12-02 10:14:26,2020-12-02 16:46:16
412,149,3,04:00:00,8,10,2020-12-02 10:13:28,2020-12-02 19:41:04
3660,4750,3,05:55:00,8,6,2020-12-02 09:33:48,2020-12-02 17:31:31
1813,1546,4,06:25:00,8,28,2020-12-02 09:47:28,2020-12-02 18:03:09
2628,3863,3,06:30:00,8,8,2020-12-02 10:09:11,2020-12-02 17:06:13
3053,5535,3,09:25:00,8,31,2020-12-02 10:00:23,2020-12-02 17:47:33
1364,4609,3,09:30:00,8,19,2020-12-02 10:10:15,2020-12-02 20:07:05
369,4184,4,09:50:00,8,11,2020-12-02 09:56:13,2020-12-02 16:05:41
2060,5291,3,09:55:00,8,33,2020-12-02 10:01:29,2020-12-02 16:39:05
2960,1123,3,11:30:00,8,19,2020-12-02 10:01:29,2020-12-02 17:16:45
919,4614,3,12:00:00,8,7,2020-12-02 09:18:14,2020-12-02 17:26:57
5467,1259,3,12:10:00,8,6,2020-12-02 10:04:57,2020-12-02 16:15:04
2859,3758,4,20:30:00,8,3,2020-12-02 09:46:20,2020-12-02 20:48:39
5225,2901,3,04:00:00,8,1,2020-12-02 10:19:38,2020-12-02 17:04:09
401,2462,3,06:00:00,8,21,2020-12-02 10:00:29,2020-12-02 17:52:39
2747,2358,4,06:30:00,8,3,2020-12-02 10:28:14,2020-12-02 21:07:41
3783,4170,3,07:10:00,8,9,2020-12-02 09:49:30,2020-12-02 16:35:41
547,2344,3,16:45:00,8,10,NA,2020-12-02 17:15:51
3325,4354,3,17:45:00,8,6,2020-12-02 09:44:46,2020-12-02 16:56:08
625,179,3,17:55:00,8,1,2020-12-02 09:38:59,2020-12-02 16:35:07
2973,679,3,17:56:00,8,10,2020-12-02 10:14:16,2020-12-02 17:32:52
3331,1554,3,18:56:00,8,32,2020-12-02 09:48:07,2020-12-02 17:01:23
2399,3030,3,19:26:00,8,28,2020-12-02 10:36:00,2020-12-02 18:49:53
3085,4051,4,22:30:00,8,12,2020-12-02 09:45:35,2020-12-02 17:34:06
4423,3510,4,04:00:00,8,22,2020-12-02 10:07:14,2020-12-02 16:44:22
5110,3526,3,08:00:00,8,20,2020-12-02 09:39:08,2020-12-02 17:46:03
5031,4380,4,09:30:00,8,26,2020-12-02 09:52:49,2020-12-02 16:40:38
2450,4201,3,09:40:00,8,6,2020-12-02 10:25:13,2020-12-02 18:06:22
1448,2852,3,11:10:00,8,19,2020-12-02 09:38:10,2020-12-02 17:54:53
4689,3075,3,11:20:00,8,14,2020-12-02 10:18:09,2020-12-02 16:24:05
3153,4778,3,12:05:00,8,15,2020-12-02 10:18:59,2020-12-02 18:18:30
2517,3626,3,13:05:00,8,13,2020-12-02 10:16:21,2020-12-02 18:20:24
1768,2826,4,15:05:00,8,15,2020-12-02 09:45:31,2020-12-02 17:42:53
1014,1783,4,15:06:00,8,8,2020-12-02 09:59:05,2020-12-02 17:49:26
1772,2078,3,22:00:00,8,4,2020-12-02 10:22:58,2020-12-02 16:56:19
3884,3181,4,22:01:00,8,10,2020-12-02 09:46:47,2020-12-02 17:30:16
5371,1673,3,04:00:00,8,12,2020-12-02 10:28:53,2020-12-02 16:18:43
2647,4805,4,08:30:00,8,11,2020-12-02 10:05:07,2020-12-02 17:04:50
1754,1119,3,09:00:00,8,8,2020-12-02 10:00:33,2020-12-02 18:28:14
3594,3423,3,09:30:00,8,10,2020-12-02 10:27:47,2020-12-02 15:51:03
4901,4984,3,09:45:00,8,4,2020-12-02 10:31:40,2020-12-02 20:00:25
1327,3763,3,10:45:00,8,14,2020-12-02 10:06:14,2020-12-02 16:11:06
413,3887,3,10:55:00,8,37,2020-12-02 09:31:22,2020-12-02 17:30:53
2025,4018,3,12:00:00,8,16,NA,2020-12-02 17:52:54
1019,1883,3,12:20:00,8,15,2020-12-02 09:58:54,2020-12-02 16:39:27
3970,4875,3,12:50:00,8,22,2020-12-02 09:34:52,2020-12-02 19:14:59
5191,2896,3,14:30:00,8,8,2020-12-02 09:54:48,2020-12-02 17:02:17
2722,317,3,15:15:00,8,10,2020-12-02 10:12:37,2020-12-02 16:18:50
1089,2501,3,16:00:00,8,10,2020-12-02 09:56:12,2020-12-02 17:17:45
5213,639,4,16:15:00,8,9,2020-12-02 10:19:26,2020-12-02 15:55:55
3295,3823,3,17:00:00,8,8,2020-12-02 09:42:13,2020-12-02 17:19:45
5502,4768,3,17:30:00,8,8,2020-12-02 10:15:16,2020-12-02 19:22:34
4932,1951,3,17:45:00,8,10,2020-12-02 09:49:31,2020-12-02 17:42:41
3849,1774,3,18:00:00,8,10,2020-12-02 10:03:17,2020-12-02 16:21:57
1559,4553,3,18:30:00,8,0,2020-12-02 09:56:00,2020-12-02 15:59:14
3209,798,3,18:45:00,8,20,2020-12-02 09:52:05,2020-12-02 17:11:15
3318,1573,3,20:15:00,8,10,2020-12-02 10:16:33,2020-12-02 17:33:17
1439,1701,3,20:30:00,8,8,2020-12-02 09:49:56,2020-12-02 20:07:22
3341,4218,3,20:45:00,8,5,2020-12-02 10:24:21,2020-12-02 16:18:52
3048,4499,3,22:00:00,8,10,2020-12-02 10:01:51,2020-12-02 15:47:07
4126,3672,4,22:30:00,8,1,2020-12-02 10:19:27,2020-12-02 19:50:53
1194,2180,3,22:35:00,8,12,2020-12-02 10:15:02,2020-12-02 17:53:58
4376,1990,3,00:05:00,8,28,2020-12-02 09:52:48,2020-12-02 16:24:07
5544,4871,3,04:00:00,8,22,2020-12-02 09:50:20,2020-12-02 18:58:28
3867,4953,3,09:30:00,8,9,2020-12-02 10:00:47,2020-12-02 19:53:35
5026,588,3,10:00:00,8,18,NA,2020-12-02 16:58:40
378,4278,4,11:00:00,8,6,2020-12-02 10:00:27,2020-12-02 18:21:19
4726,3740,3,11:15:00,8,3,2020-12-02 09:58:10,2020-12-02 17:38:25
2726,2910,3,17:30:00,8,18,2020-12-02 10:13:02,2020-12-02 16:52:08
4526,1005,3,17:35:00,8,8,2020-12-02 09:41:03,2020-12-02 16:55:02
3795,2347,3,18:35:00,8,31,2020-12-02 09:56:58,2020-12-02 15:55:37
4779,3466,3,18:40:00,8,6,2020-12-02 10:01:55,2020-12-02 17:00:42
686,4030,3,18:55:00,8,6,2020-12-02 09:51:14,2020-12-02 15:22:28
2190,2148,3,19:30:00,8,1,2020-12-02 09:46:53,2020-12-02 19:02:17
1736,3024,3,19:35:00,8,32,2020-12-02 10:05:24,2020-12-02 15:54:00
2839,384,3,19:50:00,8,7,2020-12-02 10:12:01,2020-12-02 18:57:29
1909,208,4,19:57:00,8,6,2020-12-02 10:17:53,2020-12-02 20:54:01
191,3883,3,20:02:00,8,1,2020-12-02 09:55:57,2020-12-02 16:47:35
1399,4098,3,20:17:00,8,6,2020-12-02 09:49:57,2020-12-02 18:03:40
944,1788,3,20:19:00,8,9,2020-12-02 09:39:35,2020-12-02 16:57:47
1742,1935,3,20:24:00,8,9,2020-12-02 10:13:48,2020-12-02 16:18:41
931,521,3,21:15:00,8,13,2020-12-02 10:26:36,2020-12-02 18:07:35
4305,4664,3,21:25:00,8,6,2020-12-02 09:23:55,2020-12-02 18:23:41
2784,2332,3,21:55:00,8,17,NA,2020-12-02 16:38:15
4265,3777,3,22:05:00,8,1,2020-12-02 10:17:09,2020-12-02 16:37:54
534,2981,3,23:05:00,8,10,2020-12-02 09:42:40,2020-12-02 16:32:05
5214,1960,3,23:07:00,8,21,2020-12-02 10:29:38,2020-12-02 20:54:42
3678,2145,3,23:27:00,8,8,2020-12-02 09:54:50,2020-12-02 17:09:18
