employeeAdditionalInfo,employeeID,education,maritalStatus ,monthlyIncome ,environmentSatisfaction,trainingTimesLastYear
,1009,3,Divorced,25320,1,2
,731,3,Married,25590,3,2
,4655,3,Married,49080,3,3
,1630,4,Married,23800,4,5
,4808,5,Married,47650,3,4
,3161,3,Single,20440,1,2
,5310,1,Married,26930,3,6
,1983,2,Married,65860,2,3
,2124,3,Married,32940,1,6
,2593,2,Married,41710,3,4
,5210,3,Single,27780,2,5
,1325,3,Single,23770,2,3
,5126,3,Single,24040,2,3
,2763,2,Single,23180,1,4
,3960,2,Married,20080,4,3
,211,1,Divorced,62440,1,3
,4963,2,Married,27990,3,0
,551,2,Married,105520,4,2
,4940,3,Married,23290,1,2
,546,2,Single,40140,4,3
,3568,3,Married,74030,2,4
,1423,1,Married,22590,4,2
,3918,4,Married,69320,4,5
,561,1,Divorced,46780,4,0
,3360,3,Married,135820,3,3
,5626,4,Single,23320,4,2
,2913,3,Married,24130,3,2
,4491,2,Married,97050,2,3
,2089,3,Married,42940,2,2
,503,2,Married,47210,2,3
,1807,3,Divorced,25190,2,2
,3366,3,Married,21210,2,2
,1116,2,Single,29730,3,2
,4266,4,Married,58550,1,3
,4113,3,Single,36170,4,5
,2435,1,Married,67250,3,3
,2982,4,Divorced,103250,3,3
,3674,4,Married,69490,3,2
,4411,2,Married,106090,2,2
,4760,1,Divorced,44470,4,4
,4979,3,Married,21570,2,1
,884,3,Divorced,46010,2,2
,1822,1,Single,170990,3,2
,5332,5,Single,24790,2,2
,3625,4,Married,148520,4,3
,3276,4,Divorced,72640,3,5
,4968,1,Married,56660,1,2
,2988,3,Married,78230,3,3
,5101,4,Married,78800,3,2
,193,3,Single,131940,1,2
,4473,3,Divorced,50670,4,3
,3913,4,Married,50790,4,3
,3763,3,Married,23210,4,0
,5148,3,Married,174440,2,4
,5252,3,Single,24040,3,2
,162,2,Married,34520,1,2
,837,4,Married,22700,3,2
,1600,3,Divorced,173990,NA,3
,1430,3,Single,54880,1,6
,1213,4,Married,194190,2,2
,2645,3,Single,28110,4,3
,3030,4,Single,36330,1,0
,2502,1,Single,41630,3,4
,4212,3,Married,21320,2,1
,3752,1,Divorced,139730,4,3
,4234,3,Married,26840,4,2
,5052,2,Married,108450,1,4
,1048,2,Divorced,43770,4,2
,464,4,Single,37430,3,2
,3802,3,Divorced,41480,4,3
,248,3,Single,10510,1,2
,155,2,Married,107390,3,3
,4393,4,Married,103880,4,2
,2325,2,Divorced,114160,4,2
,140,3,Married,26000,2,5
,4184,4,Married,24220,3,2
,414,4,Single,54720,4,3
,2947,2,Married,24510,4,3
,1748,2,Divorced,42400,1,2
,4668,3,Divorced,109990,4,3
,3305,4,Divorced,50030,4,5
,5400,4,Married,127420,1,4
,4161,4,Divorced,42270,4,3
,1427,2,Single,39170,4,2
,1970,4,Divorced,183030,2,2
,132,3,Single,23800,3,3
,4657,4,Single,137260,4,6
,2922,3,Single,47770,4,3
,2169,2,Divorced,63850,3,6
,5457,2,Married,199730,1,2
,5032,3,Divorced,68610,3,2
,1632,3,Single,49690,4,3
,1802,2,Married,198450,4,3
,204,3,Married,133200,2,2
,2616,2,Married,63470,4,3
,1920,3,Single,27430,4,2
,5360,2,Single,108800,4,5
,4994,1,Divorced,23420,1,2
,2836,3,Married,176500,2,6
,2259,4,Divorced,40250,3,5
,1277,3,Married,97250,2,0
,834,3,Divorced,119040,3,4
,3705,2,Married,21770,2,5
,657,2,Divorced,75250,3,2
,3051,3,Married,48340,3,1
,5001,3,Single,20420,1,2
,150,4,Married,22200,4,2
,4236,3,Married,10520,3,3
,2400,4,Single,28210,4,3
,1186,2,Married,192370,4,2
,4181,4,Single,41070,3,2
,2107,3,Married,83960,3,3
,2840,2,Married,20070,4,2
,1400,3,Married,196270,3,1
,2280,1,Married,106860,4,2
,5376,4,Single,29420,4,4
,2635,1,Married,88580,1,2
,1311,2,Married,167560,2,5
,2882,2,Married,107980,3,5
,2192,2,Married,23230,2,2
,1444,3,Divorced,14160,2,3
,4414,3,Single,46150,3,3
,4662,4,Married,24610,4,4
,3525,4,Married,87220,2,3
,5286,2,Married,39550,3,5
,4433,4,Divorced,99570,3,1
,673,3,Divorced,33760,2,3
,2215,3,Single,88230,1,3
,842,4,Single,103220,3,2
,1841,3,Single,46210,4,3
,1167,3,Married,109760,4,3
,1583,3,Married,36600,4,0
,4542,3,Single,104820,2,6
,3454,4,Married,71190,3,2
,4920,3,Single,95820,4,2
,4946,4,Married,45080,1,5
,3485,3,Divorced,22070,3,4
,5362,2,Married,77560,1,3
,4505,3,Single,66940,3,2
,5541,3,Single,36910,2,3
,2200,4,Single,23770,4,2
,5450,3,Divorced,23130,3,5
,4027,2,Married,176650,4,5
,5024,4,Single,25960,4,4
,1284,4,Single,47280,4,4
,4077,3,Single,43020,1,3
,564,3,Married,29790,3,3
,3272,4,Married,168850,1,2
,4749,4,Divorced,55930,4,3
,5599,1,Married,104450,3,3
,1948,4,Single,87400,2,2
,5023,2,Married,25140,2,2
,5174,4,Married,76550,3,3
,4046,3,Divorced,174650,2,3
,3680,2,Married,73510,3,3
,1537,3,Divorced,108200,4,2
,2125,3,Divorced,121690,3,2
,5122,4,Divorced,196260,4,5
,4755,4,Married,20700,1,2
,5571,2,Single,67820,2,2
,3801,2,Single,77790,4,2
,2161,2,Single,27910,2,3
,1690,2,Married,32010,4,3
,3670,3,Married,49680,3,3
,380,5,Married,131200,1,6
,3600,4,Married,40330,1,2
,2176,1,Married,32910,2,2
,4654,4,Divorced,42720,3,3
,404,3,Married,50560,4,2
,4453,4,Divorced,28440,3,2
,1844,2,Divorced,27030,3,2
,3109,4,Single,19040,3,4
,3081,5,Married,82240,4,3
,2075,3,Married,47660,3,3
,1238,4,Single,26100,3,2
,4382,2,Single,57310,2,2
,860,2,Married,25390,3,3
,839,4,Married,57140,2,2
,5655,1,Divorced,43230,2,3
,4094,4,Divorced,73360,1,3
,4583,1,Married,134990,4,2
,421,3,Single,137580,4,5
,1124,1,Divorced,51550,3,3
,384,5,Single,22580,1,2
,1296,3,Single,35970,2,2
,3404,1,Divorced,25150,3,2
,5437,3,Single,44200,1,3
,5345,1,Married,65780,4,3
,3420,3,Married,44220,4,2
,501,2,Divorced,102740,3,3
,2339,3,Married,53430,2,5
,1926,4,Divorced,23760,2,3
,1576,1,Married,53460,2,3
,475,5,Divorced,28270,3,3
,4326,4,Divorced,199430,2,3
,828,4,Married,31310,4,3
,1464,4,Married,25520,1,2
,4147,2,Married,44770,3,6
,1273,3,Married,64740,2,3
,966,3,Single,30330,3,2
,1654,4,Married,29360,1,3
,5144,3,Single,186060,2,4
,2729,3,Married,21680,4,2
,988,2,Divorced,28530,1,5
,1480,4,Married,170480,3,3
,1925,3,Married,22900,4,5
,3990,3,Married,36000,1,2
,333,4,Single,21070,4,2
,2493,2,Married,41150,4,1
,1933,4,Single,43270,4,4
,2892,3,Married,178560,3,2
,608,2,Single,31960,2,3
,2189,3,Divorced,190810,4,2
,2202,3,Divorced,89660,3,3
,5327,3,Divorced,22100,4,4
,3355,4,Single,45390,4,5
,3688,1,Single,27410,3,3
,2419,1,Divorced,34910,1,0
,934,3,Married,45410,2,4
,5251,2,Married,26780,4,3
,1171,3,Married,73790,1,3
,1319,3,Married,62720,4,3
,1505,2,Single,52200,4,3
,4540,4,Married,27430,3,1
,3297,4,Married,49980,4,3
,5096,3,Divorced,102520,NA,3
,1525,3,Married,27810,2,2
,3245,2,Married,68520,2,2
,4451,4,Single,49500,2,3
,4973,2,Single,35790,4,3
,1052,3,Married,131910,2,2
,1415,4,Divorced,103770,2,2
,670,2,Married,22350,3,2
,3262,5,Single,105020,4,4
,2010,2,Married,20110,4,4
,3828,1,Married,18590,4,2
,2050,3,Married,37600,2,2
,2148,3,Single,177790,2,5
,1564,3,Divorced,68330,1,3
,4474,2,Married,68120,2,2
,4343,3,Single,51710,1,1
,5357,3,Divorced,197400,4,2
,1905,2,Married,187110,2,0
,5011,2,Married,36920,4,5
,2716,2,Single,25590,1,3
,5026,3,Married,25170,3,3
,577,3,Married,66230,3,3
,937,3,Married,182650,3,4
,912,4,Divorced,161240,3,2
,1797,1,Married,25850,4,5
,832,2,Divorced,182130,1,3
,4291,2,Married,83800,3,3
,3362,4,Single,29940,2,2
,5711,3,Single,12230,2,3
,672,3,Married,11180,3,3
,3697,4,Single,28750,3,3
,1363,5,Married,188240,1,4
,767,2,Married,135770,2,2
,1253,4,Married,26250,3,4
,2900,3,Single,187890,4,4
,3964,4,Married,45380,3,3
,2195,3,Married,198470,4,6
,5422,3,Married,105120,1,2
,2838,2,Divorced,44440,4,2
,3552,3,Married,21540,4,3
,1374,3,Single,191900,1,2
,4216,4,Divorced,44900,2,1
,3975,4,Married,35060,2,4
,2348,3,Divorced,23720,2,3
,3647,1,Married,102310,1,2
,5142,1,Married,54100,2,4
,4608,1,Single,79780,3,2
,4481,1,Divorced,38670,3,4
,2002,3,Married,28380,1,5
,4932,3,Single,46950,1,2
,915,3,Divorced,33390,4,2
,5202,2,Single,20800,3,6
,3066,4,Married,20960,1,2
,1995,1,Divorced,62090,3,5
,2518,5,Married,180610,4,2
,968,5,Divorced,171230,3,2
,2153,2,Single,23720,1,3
,243,3,Married,48830,3,1
,1648,3,Single,39040,4,2
,4556,1,Single,46270,4,2
,153,1,Married,70940,1,2
,3416,3,Single,34230,1,4
,3133,3,Married,66740,1,2
,1612,4,Divorced,168800,4,2
,4425,3,Married,90940,1,0
,3268,5,Married,84460,4,3
,4073,3,Married,119160,3,3
,2527,3,Divorced,45340,4,2
,196,3,Single,98520,2,5
,2997,4,Single,61510,4,3
,1036,2,Married,23020,3,3
,4650,3,Single,23620,3,2
,2413,4,Single,178610,2,5
,4891,3,Single,191870,4,2
,5545,3,Married,197170,4,1
,3270,1,Married,35440,2,3
,2681,5,Married,85000,3,2
,4966,4,Married,46610,4,3
,591,2,Divorced,41030,4,2
,2069,4,Single,42490,1,2
,4752,3,Divorced,140260,2,4
,5282,3,Married,68930,4,3
,2081,4,Married,61250,1,3
,4871,4,Married,36690,1,2
,1826,3,Divorced,100080,4,3
,2781,2,Married,23870,4,1
,4277,2,Married,46390,3,2
,186,3,Married,78980,4,2
,2953,1,Single,25340,4,1
,5636,3,Single,131420,2,4
,1529,4,Married,16110,2,2
,3602,2,Single,53630,3,4
,5344,4,Married,50710,1,3
,3203,2,Married,136950,2,3
,1174,4,Single,134020,1,1
,1475,4,Married,20290,2,3
,1749,3,Married,63770,3,3
,1463,3,Married,54290,3,3
,4519,4,Divorced,27850,1,2
,2821,4,Divorced,46140,1,3
,3198,1,Single,26100,2,2
,4824,5,Single,66870,3,0
,4165,4,Single,47240,4,4
,2794,4,Married,61790,4,3
,3010,3,Married,61200,1,2
,1454,1,Divorced,105960,4,3
,3513,1,Divorced,54670,3,6
,3037,4,Married,29960,1,4
,3462,1,Married,99980,1,3
,2009,4,Married,40780,4,3
,3591,4,Married,109200,1,3
,3094,3,Married,62320,4,3
,1432,1,Divorced,132470,4,3
,5642,5,Divorced,40810,3,3
,3328,4,Single,57690,4,3
,1569,3,Single,23940,3,3
,5010,3,Married,39040,1,3
,328,2,Divorced,167990,2,2
,5666,4,Married,29500,2,1
,4924,3,Single,36290,4,2
,1565,4,Single,93620,3,6
,3784,2,Married,32290,3,2
,5247,4,Married,35780,3,2
,4402,1,Married,79880,3,3
,2705,3,Married,42840,4,5
,4766,3,Single,75530,4,3
,2954,3,Divorced,173280,4,1
,5576,3,Married,197010,2,3
,4316,4,Single,147320,2,3
,3453,4,Single,92780,4,3
,1487,1,Married,13590,3,2
,3300,1,Married,47790,4,3
,2187,2,Married,164220,2,3
,4895,1,Married,29960,4,2
,2167,3,Married,12610,2,6
,2560,2,Single,20990,2,2
,3321,4,Married,58100,3,2
,2271,3,Single,56470,4,2
,3089,2,Married,34200,4,3
,2520,4,Married,44000,1,3
,4314,2,Single,35000,4,2
,1772,2,Married,20660,3,3
,4115,4,Divorced,171690,4,2
,2557,4,Single,41620,4,1
,1517,3,Married,92040,3,2
,166,4,Married,32940,1,2
,4802,4,Single,21270,4,3
,2786,2,Divorced,39750,NA,3
,118,3,Divorced,107930,2,1
,408,4,Single,100960,3,2
,4779,2,Divorced,36460,2,3
,2049,3,Divorced,74460,1,3
,4530,3,Divorced,108510,4,2
,2156,3,Married,21090,1,3
,5428,3,Single,37220,4,0
,4585,5,Divorced,93800,1,2
,4107,3,Single,54860,3,2
,5582,3,Single,27420,1,2
,1441,3,Single,137570,3,3
,4139,2,Single,84630,2,2
,1056,1,Divorced,31620,3,4
,622,3,Single,165980,2,2
,953,3,Married,66510,3,5
,3096,1,Married,23450,1,0
,4160,3,Single,34200,2,3
,1041,3,Single,43730,3,3
,2371,3,Married,47590,4,2
,4841,4,Single,53010,4,3
,3785,4,Married,36730,4,3
,3065,5,Married,47680,2,2
,1869,5,Divorced,12740,4,3
,914,4,Married,49000,1,3
,3078,4,Married,104660,4,1
,5157,1,Married,170070,2,2
,3896,2,Married,29090,3,2
,1243,1,Divorced,57650,3,2
,2664,2,Divorced,45990,4,3
,4227,3,Single,24040,1,6
,868,3,Single,31720,4,1
,3137,4,Single,20330,3,3
,280,4,Married,102090,2,2
,3657,2,Single,86200,2,2
,239,3,Married,20640,2,3
,5341,3,Single,40350,1,2
,4974,4,Married,38380,4,2
,4522,4,Single,45910,1,6
,610,1,Single,25610,3,3
,2188,1,Divorced,15630,2,3
,1894,4,Married,48980,3,2
,4182,4,Married,47890,3,2
,2929,4,Single,31800,1,2
,5350,3,Married,65490,2,3
,2722,2,Married,63880,3,6
,1017,2,Divorced,112440,4,3
,3411,3,Divorced,160320,1,2
,902,3,Married,23620,1,2
,1539,3,Single,163280,4,2
,1764,4,Divorced,83760,2,2
,1680,3,Single,166060,1,6
,509,2,Divorced,86060,3,3
,1545,3,Divorced,22720,4,2
,3155,3,Single,20180,2,5
,1262,2,Divorced,70830,2,5
,3211,3,Married,40840,2,3
,2893,2,Married,144110,4,2
,1932,4,Single,23080,1,4
,2568,4,Married,48410,3,3
,2092,2,Single,42850,3,2
,3824,4,Married,97150,2,1
,3953,3,Married,43200,2,2
,4026,3,Single,21320,3,3
,5207,4,Single,101240,3,2
,3867,3,Married,54730,4,3
,754,3,Single,52070,1,3
,4842,3,Divorced,164370,2,0
,2938,3,Married,22960,4,2
,5177,4,Single,40690,2,5
,4538,3,Married,74410,1,4
,5220,1,Divorced,24300,2,2
,514,2,Married,58780,1,1
,5633,1,Single,26440,4,2
,2830,3,Divorced,64390,3,2
,1762,4,Married,24510,4,2
,2155,2,Married,63920,3,2
,2279,2,Single,97140,3,0
,5029,3,Married,60770,3,2
,4282,4,Single,24500,3,2
,3642,3,Divorced,92500,3,0
,1295,1,Married,20740,3,3
,3895,3,Single,101690,2,6
,4877,1,Married,48550,1,2
,3970,2,Married,40870,1,1
,1177,4,Married,23670,2,2
,5643,4,Single,29720,4,2
,256,2,Married,195860,2,3
,5659,3,Divorced,54840,3,4
,3727,2,Single,20610,4,2
,2333,4,Single,99240,4,3
,2113,4,Single,41980,1,2
,3221,2,Divorced,68150,3,3
,374,2,Married,47230,3,0
,2191,4,Married,61420,1,3
,713,1,Single,82370,3,6
,1954,3,Married,88530,4,3
,2078,1,Single,193310,2,2
,3058,3,Single,20730,1,4
,4844,4,Single,55620,1,3
,4917,3,Single,196130,4,5
,1861,1,Married,34070,2,4
,3626,3,Divorced,50630,3,2
,3554,1,Single,46390,3,3
,3660,2,Single,48760,3,3
,2911,3,Married,26900,2,1
,2814,3,Divorced,175670,1,6
,5381,4,Married,24080,3,3
,1101,3,Divorced,28140,1,2
,1771,3,Married,112450,3,3
,2823,3,Married,33120,2,1
,2171,2,Single,190490,1,2
,1957,4,Married,21410,2,2
,1054,3,Married,57690,3,4
,3875,2,Married,43850,4,2
,5431,2,Single,53320,4,2
,4809,4,Married,46630,3,1
,4666,3,Married,47240,3,3
,5159,2,Single,32110,2,2
,4962,4,Single,53770,3,3
,5253,1,Married,40660,2,2
,3575,2,Divorced,52080,3,2
,3180,4,Married,48770,3,5
,3108,1,Divorced,31170,2,2
,3007,3,Single,15690,1,2
,1884,3,Married,196580,4,3
,100,1,Married,30690,1,3
,2727,1,Married,104350,3,5
,5054,4,Single,41480,1,0
,3068,1,Single,57680,3,4
,3590,4,Single,50420,4,4
,2746,3,Single,57700,1,2
,1674,3,Divorced,77560,4,3
,4698,3,Divorced,103060,4,5
,5646,3,Single,39360,2,3
,4454,2,Divorced,79450,4,6
,2666,4,Married,57430,3,2
,1943,3,Single,152020,2,2
,1992,4,Divorced,54400,2,2
,2551,1,Married,37600,3,2
,4376,2,Married,35170,2,1
,2837,4,Divorced,25800,2,3
,2946,2,Single,21660,2,4
,3587,4,Married,58690,4,6
,787,3,Married,80080,2,4
,1305,3,Married,52060,2,4
,2901,2,Married,52950,3,4
,168,4,Married,164130,3,1
,4506,3,Married,132690,3,2
,3351,3,Divorced,27830,4,2
,5591,4,Married,54330,3,4
,1240,3,Divorced,20130,3,5
,1190,3,Divorced,139660,3,1
,1043,3,Single,43740,3,5
,4889,4,Divorced,68420,1,3
,282,4,Married,174260,2,0
,1945,1,Single,176030,1,0
,3028,3,Single,45810,3,3
,1613,4,Married,47350,3,2
,5551,2,Single,41870,3,4
,3214,3,Single,55050,4,3
,1401,3,Divorced,54700,3,2
,1691,2,Divorced,54760,3,3
,2621,3,Divorced,25870,3,2
,3426,2,Single,24400,3,4
,2446,2,Single,159720,2,2
,2868,3,Divorced,153790,2,1
,3938,4,Single,70820,3,3
,4718,5,Married,27280,3,3
,4928,3,Single,53680,4,2
,5506,4,Single,53470,2,1
,3195,4,Married,31950,3,4
,5367,2,Divorced,39890,4,2
,1010,3,Married,33060,4,6
,5562,3,Married,70050,4,2
,1527,1,Single,26550,3,0
,5423,4,Married,13930,4,4
,2597,2,Single,25700,4,2
,643,4,Married,35370,3,3
,2184,3,Single,39860,4,3
,542,4,Married,108830,2,3
,160,2,Divorced,20280,4,2
,5110,2,Married,95250,1,3
,5309,3,Married,29290,2,2
,2293,3,Single,22750,2,2
,3519,1,Divorced,78790,3,2
,3031,2,Married,49300,4,0
,4231,1,Married,78470,4,3
,3352,4,Married,44010,3,4
,4185,1,Divorced,92410,4,5
,4635,2,Divorced,29740,4,2
,1428,3,Married,45020,3,0
,4723,4,Married,107480,2,3
,4825,2,Married,15550,2,2
,4066,3,Divorced,129360,4,3
,4609,3,Single,23050,2,3
,1236,2,Married,167040,4,2
,5138,1,Divorced,34330,4,3
,3059,3,Married,34770,4,2
,5204,4,Single,64300,3,2
,3583,2,Single,65160,4,4
,5239,1,Married,39070,2,2
,2494,4,Single,55620,4,3
,3998,3,Single,68830,4,3
,3029,2,Single,28620,3,2
,1133,3,Single,49780,3,3
,4208,3,Single,103680,4,2
,2861,2,Married,61340,4,2
,4525,4,Single,67350,4,3
,2565,1,Married,32950,3,2
,4571,4,Divorced,52380,2,5
,5552,2,Divorced,64720,1,4
,952,1,Married,96100,3,2
,3971,3,Married,198330,3,2
,1042,3,Divorced,97560,1,2
,5259,4,Married,49680,2,4
,5628,3,Single,21450,3,6
,3580,1,Single,21800,3,2
,190,2,Single,83460,3,5
,5432,4,Married,34450,3,2
,1386,4,Married,27600,2,3
,945,2,Divorced,62940,4,2
,5076,4,Married,71400,3,2
,3561,3,Married,29320,4,3
,4649,3,Married,51470,1,2
,5470,3,Single,45070,1,3
,1602,4,Married,85640,3,2
,131,1,Single,24680,4,2
,4499,4,Divorced,81610,3,2
,5495,4,Married,21090,3,3
,4118,3,Divorced,52940,3,3
,548,3,Divorced,27180,1,4
,1887,1,Married,58110,3,4
,1886,4,Divorced,24370,2,3
,378,4,Married,27660,3,2
,1434,3,Married,190380,4,3
,3288,5,Married,30550,3,3
,452,1,Married,22890,1,3
,2880,3,Divorced,40010,1,2
,1012,3,Single,129650,3,2
,2698,3,Single,35390,3,2
,2212,4,Single,60290,4,5
,4154,4,Divorced,26790,4,2
,5114,2,Married,37020,1,4
,5337,2,Divorced,23980,4,2
,5335,3,Divorced,54680,1,6
,3873,2,Married,131160,3,6
,3333,1,Single,41890,3,3
,1497,4,Married,193280,2,2
,1618,5,Married,83210,4,5
,2904,1,Single,23420,4,2
,2585,3,Married,40710,3,5
,4041,2,Single,58130,NA,2
,1422,3,Married,31430,1,2
,2294,3,Married,20440,2,2
,1508,4,Divorced,134640,2,2
,3077,2,Married,79910,3,2
,2523,1,Married,33770,4,2
,5443,4,Single,55380,4,2
,1962,1,Married,57620,1,4
,4610,3,Married,25920,4,2
,3053,3,Married,53460,3,2
,5359,2,Single,42130,4,3
,2008,3,Divorced,41270,1,2
,4557,4,Divorced,24380,2,5
,3036,3,Divorced,68700,1,5
,182,4,Divorced,104470,3,3
,4588,4,Divorced,96670,1,2
,3773,4,Married,21480,3,2
,3781,4,Married,89260,2,4
,299,4,Single,65130,2,2
,626,4,Married,67990,2,2
,2401,3,Married,162910,1,3
,5224,1,Single,27050,4,2
,1860,2,Divorced,103330,4,2
,1672,3,Divorced,44480,4,3
,3455,3,Divorced,68540,1,5
,2318,3,Single,96370,4,6
,4767,1,Single,35910,3,2
,5136,3,Single,54050,3,2
,4878,4,Divorced,46840,4,4
,3812,3,Single,157870,4,5
,3551,1,Married,15140,2,3
,5540,2,Married,29560,3,2
,205,4,Single,23350,3,3
,289,2,Married,51540,3,2
,423,3,Married,69620,3,2
,504,3,Divorced,56750,4,2
,2855,1,Single,23790,4,6
,1760,3,Single,38120,4,3
,3877,3,Single,46480,2,2
,1811,1,Married,29360,2,2
,2987,4,Divorced,21050,3,3
,4327,4,Married,85780,2,4
,690,3,Married,27060,4,4
,5349,2,Married,63840,1,4
,3707,3,Divorced,39680,4,3
,1034,1,Married,99070,3,3
,5621,4,Married,132250,1,2
,3163,1,Divorced,35400,1,6
,1829,4,Divorced,28040,3,0
,5046,3,Married,193920,4,3
,1633,4,Married,196650,3,6
,3853,4,Single,24390,3,2
,2864,3,Single,73140,3,2
,3949,1,Married,47740,3,2
,2633,4,Single,39020,3,2
,1733,3,Married,26620,3,6
,844,2,Single,28560,4,5
,4145,3,Divorced,10810,4,4
,3888,3,Single,24720,1,2
,5648,4,Married,56730,1,4
,2569,3,Married,41970,4,3
,2915,1,Married,97130,3,5
,4703,4,Married,20620,3,4
,4905,1,Married,42840,4,0
,3634,2,Single,47880,2,0
,5606,3,Married,59060,4,4
,5594,3,Divorced,38860,3,2
,4032,3,Married,168230,3,3
,933,4,Single,29330,4,2
,632,2,Married,65000,3,3
,418,1,Married,171740,4,6
,747,4,Married,50330,2,6
,4801,3,Married,23070,2,0
,5548,3,Single,25870,2,3
,5229,3,Divorced,55070,4,2
,4080,2,Married,43930,2,2
,2250,4,Divorced,133480,4,4
,5183,4,Divorced,65830,3,1
,4024,3,Single,81030,3,5
,3372,4,Divorced,39780,4,0
,1649,2,Single,25440,3,3
,3044,4,Divorced,53990,3,2
,2377,2,Single,54870,4,0
,218,3,Single,68340,2,2
,3704,4,Single,10910,1,0
,5254,4,Married,57360,4,1
,3005,4,Divorced,22260,3,3
,1114,3,Married,57470,3,0
,750,4,Married,98540,1,2
,2687,5,Divorced,54670,3,2
,4350,4,Married,53800,4,0
,1799,3,Married,51510,3,3
,362,2,Single,21330,1,2
,758,3,Single,178750,1,5
,3206,3,Single,24320,4,4
,4475,3,Married,47710,1,2
,1655,4,Married,191610,4,2
,2500,3,Married,50870,4,3
,1843,5,Single,28630,1,2
,290,2,Single,55610,4,3
,2841,3,Married,21440,3,3
,233,4,Married,30650,3,3
,4724,1,Single,28100,1,3
,2902,3,Single,98880,4,2
,4823,3,Married,86280,3,2
,4555,3,Single,28670,3,5
,3952,2,Single,53730,3,2
,5162,3,Single,66670,4,6
,2522,3,Single,50030,3,2
,726,3,Divorced,23670,4,2
,3484,2,Single,28580,2,2
,246,3,Single,52040,2,3
,2944,2,Married,41050,3,2
,609,2,Married,96790,4,1
,1512,3,Single,56170,1,3
,850,3,Single,104480,3,3
,5538,3,Divorced,28970,4,4
,4053,3,Married,59680,3,3
,704,3,Single,75100,3,3
,5311,5,Married,29910,1,3
,5387,3,Married,196360,2,3
,4239,2,Single,11290,3,2
,4708,1,Divorced,133410,4,3
,1035,2,Divorced,43320,4,3
,3827,3,Divorced,110310,2,2
,1261,1,Single,44400,3,3
,4091,2,Divorced,46170,1,2
,4873,2,Married,26470,2,2
,2186,3,Married,63230,1,2
,560,3,Married,56770,3,3
,1726,4,Married,21870,2,2
,3531,3,Married,37480,4,3
,2752,4,Divorced,39770,3,3
,3067,2,Single,86330,2,2
,1192,3,Married,20080,2,5
,1323,1,Married,44400,4,2
,4472,4,Divorced,30670,2,5
,3033,4,Married,53210,3,1
,3768,4,Single,54100,2,2
,772,3,Married,27820,2,2
,1656,3,Divorced,119570,3,2
,1944,2,Married,26600,1,3
,5706,2,Married,33750,4,2
,2806,3,Married,50980,1,4
,3792,3,Married,48780,4,3
,2532,3,Divorced,28370,1,0
,3959,3,Single,24060,3,5
,2470,3,Married,22690,1,4
,2907,4,Divorced,41080,3,5
,4178,4,Married,132060,4,2
,5216,2,Single,104220,1,0
,4429,3,Divorced,137440,4,3
,1147,3,Married,49070,4,3
,4882,4,Married,34820,3,2
,3709,2,Divorced,24360,1,2
,583,3,Married,23800,3,2
,470,3,Married,194310,2,3
,653,4,Married,17900,3,4
,5383,3,Single,76440,1,2
,3200,4,Married,51310,3,2
,5296,2,Divorced,63060,1,3
,4591,4,Married,47870,2,3
,1498,2,Single,188800,3,3
,3510,3,Married,23390,3,4
,3229,3,Divorced,135700,1,2
,4732,1,Married,67120,1,3
,266,2,Single,54060,4,2
,3106,4,Single,89380,3,2
,1722,2,Divorced,24390,4,2
,3386,3,Married,88370,3,3
,3693,3,Divorced,53430,3,3
,521,3,Married,67280,2,2
,4488,4,Divorced,66520,1,5
,3018,3,Single,48500,4,4
,2101,2,Married,28090,4,2
,4083,2,Married,56890,1,2
,3772,1,Divorced,20010,2,5
,4002,4,Married,29770,2,3
,260,4,Single,40250,2,3
,4713,3,Single,37850,3,2
,942,3,Married,108540,2,6
,1499,3,Single,120310,1,5
,389,2,Single,99360,4,2
,2052,3,Married,29660,2,2
,3787,3,Single,25710,2,1
,4716,1,Married,99910,3,3
,3621,4,Single,61420,2,2
,2655,3,Married,53900,4,3
,5261,1,Married,44040,4,2
,1326,1,Divorced,59930,2,3
,4398,3,Divorced,51300,4,3
,1877,3,Divorced,20900,1,2
,2667,4,Divorced,29090,3,2
,1638,3,Single,34680,2,4
,1999,4,Divorced,30680,3,3
,4011,3,Single,26700,1,2
,1239,4,Divorced,26930,1,3
,3546,4,Single,95260,1,2
,2154,3,Single,52370,4,3
,3966,3,Single,24260,3,3
,1342,1,Single,41930,2,5
,4509,1,Married,29110,1,3
,388,1,Married,26610,2,2
,2742,2,Divorced,20280,1,3
,4922,1,Divorced,99800,4,2
,1732,2,Married,32980,4,4
,1353,3,Married,29350,4,5
,2040,3,Married,154270,3,2
,3503,4,Married,39440,2,3
,5525,1,Divorced,40110,4,2
,3097,3,Married,34070,2,2
,4744,4,Married,119940,1,6
,5334,3,Married,12320,4,4
,4909,2,Married,29600,1,2
,3294,3,Married,190940,2,3
,3052,3,Married,39190,1,3
,738,3,Married,68250,2,2
,2563,2,Married,102480,2,4
,4087,1,Divorced,189470,2,2
,1514,3,Single,24960,1,3
,1398,3,Divorced,64650,1,3
,2261,4,Divorced,22060,1,4
,4456,4,Married,20860,4,3
,3991,4,Single,22930,4,3
,1658,4,Married,26450,3,5
,3813,5,Divorced,26830,2,3
,960,4,Single,20140,3,5
,4883,3,Divorced,34190,4,5
,4441,1,Married,53760,4,3
,3719,4,Single,19510,1,4
